description,label
"Other than consummating the transactions contemplated hereunder, the Purchaser has not directly or indirectly, nor has any Person acting on behalf of or pursuant to any understanding with the Purchaser, executed any purchases or sales, including Short Sales, of the securities of the Company during the period commencing as of the time that the Purchaser first received a term sheet (written or oral) from the Company or any other Person representing the Company setting forth the material terms of the transactions contemplated hereunder and ending immediately prior to the execution hereof. Other than to other Persons party to this Agreement, the Purchaser has maintained the confidentiality of all disclosures made to it in connection with this transaction (including the existence and terms of this transaction).",Confidentiality
"The execution and delivery of, and consummation of the transactions contemplated by, this Agreement by Buyer are not prohibited by, and will not conflict with, constitute grounds for termination of, or result in the breach of any agreement or instrument to which Buyer is now a party or by which it is bound, or any order, rule or regulation of any court or other governmental agency or official.",No Conflicts
"The Company will pay Executive for all services to be rendered by Executive hereunder (including and without limitation, all services to be rendered by him as an officer and/or director of the Company and its subsidiaries and affiliates) a base salary (“Base Salary”) of Three Thousand Eight Hundred Forty Six and 15/100ths Dollars ($3,846.15) per week ($200,000 annualized). The Base Salary may be increased at the discretion of the Board from time to time during the Employment Term. Base Salary shall be payable at least bi-weekly or otherwise in accordance with customary payroll practices for senior executives of the Company.",Base Salary
"This Amendment shall in all respects be governed by, and construed in accordance with, the laws of the State of New York applicable to contracts executed and to be performed entirely within such State and shall be further subject to the provisions of § 19 and § 23 of the Credit Agreement.",Governing Laws
"All notices, demands, requests, consents, approvals, and other communications required or permitted hereunder shall be in writing and, unless otherwise specified herein, shall be (i) personally served, (ii) deposited in the mail, registered or certified, return receipt requested, postage prepaid, (iii) delivered by reputable air courier service with charges prepaid, or (iv) transmitted by hand delivery, telegram, or facsimile, addressed as set forth below or to such other address as such party shall have specified most recently by written notice. Any notice or other communication required or permitted to be given hereunder shall be deemed effective (a) upon hand delivery or delivery by facsimile, with accurate confirmation generated by the transmitting facsimile machine, at the address or number designated below (if delivered on a business day during normal business hours where such notice is to be received), or the first business day following such delivery (if delivered other than on a business day during normal business hours where such notice is to be received) or (b) on the second business day following the date of mailing by express courier service, fully prepaid, addressed to such address, or upon actual receipt of such mailing, whichever shall first occur. The addresses for such communications shall be: (i) if to the Company, to: Immune Pharmaceuticals, Inc, 430 East 29 th Street, Suite 940, New York, NY 10016, Attn: Daniel Teper, CEO, fax: 917-398-1922, and (ii) if to the Purchaser, to: the address and fax number indicated on the signature page hereto, with an additional copy by fax only to (which shall not constitute notice): Grushko & Mittman, P.C., 515 Rockaway Avenue, Valley Stream, New York 11581, fax: (212) 697-3575.",Notices
"Use the proceeds of any Credit Extension, whether directly or indirectly, and whether immediately, incidentally or ultimately , to purchase or carry margin stock (within the meaning of Regulation U of the FRB) or to extend credit to others for the purpose of purchasing or carrying margin stock or to refund Indebtedness indebtedness originally incurred for such purpose.",Use Of Proceeds
"No course of dealing or any delay or failure to exercise any right hereunder on the part of the Holder shall operate as a waiver of such right or otherwise prejudice the Holder’s rights, powers or remedies, notwithstanding the fact that all rights hereunder terminate on the Expiry Time. If the Company willfully and knowingly fails to comply with any provision of this Warrant, which results in any material damages to the Holder, the Company shall pay to the Holder such amounts as shall be sufficient to cover any costs and expenses including, but not limited to, reasonable attorneys’ fees, including those of appellate proceedings, incurred by the Holder in collecting any amounts due pursuant hereto or in otherwise enforcing any of its rights, powers or remedies hereunder.",Expenses
"(a)  The Company and the Capital Corporation jointly and severally agree to pay to the Administrative Agent for the account of each Bank a commitment fee from and including the Closing Date to but excluding the date on which the Commitment of such Bank terminates hereunder, computed at a per annum rate equal to the Commitment Fee Rate on the average daily amount of the Available Commitment of such Bank in effect during the period for which payment is made, payable quarterly in arrears on the first Business Day of each January, April, July and October of each year and on the Termination Date or such earlier date on which the Commitments shall terminate as provided herein, commencing in April, 2017.  For purposes of calculating the commitment fee, any Bid Loans and Negotiated Rate Loans shall be deemed not to be outstanding.",Fees
"EACH OF THE LOAN PARTIES, ON ITS OWN BEHALF AND ON BEHALF OF ITS SUCCESSORS AND ASSIGNS (EACH OF THE FOREGOING, COLLECTIVELY, THE “ RELEASING PARTIES ”), HEREBY ACKNOWLEDGES AND STIPULATES THAT AS OF THE DATE OF THIS WAIVER, NONE OF THE RELEASING PARTIES HAS ANY CLAIMS, CAUSES OF ACTION, DEMANDS OR LIABILITIES OF ANY KIND WHATSOEVER, WHETHER DIRECT OR INDIRECT, FIXED OR CONTINGENT, LIQUIDATED OR UNLIQUIDATED, DISPUTED OR UNDISPUTED, KNOWN OR UNKNOWN, AGAINST, OR ANY GROUNDS OR CAUSE FOR REDUCTION, MODIFICATION, SET ASIDE OR SUBORDINATION OF THE INDEBTEDNESS OR ANY LIENS OR SECURITY INTERESTS OF, IN EACH CASE WHICH ARISE OUT OF OR ARE RELATED TO THE INDEBTEDNESS OR ANY OF THE LOAN DOCUMENTS (EACH, A “ RELEASED CLAIM ”), THE ADMINISTRATIVE AGENT, THE ISSUING BANK, THE OTHER SECURED PARTIES OR ANY OF THEIR AFFILIATES, OFFICERS, DIRECTORS, EMPLOYEES, AGENTS, ATTORNEYS, OR REPRESENTATIVES, OR AGAINST ANY OF THEIR RESPECTIVE SUCCESSORS OR ASSIGNS (EACH OF THE FOREGOING, COLLECTIVELY, THE “ RELEASED PARTIES ”). IN PARTIAL CONSIDERATION FOR THE AGREEMENT OF THE ADMINISTRATIVE AGENT AND THE LENDERS PARTY HERETO TO ENTER INTO THIS WAIVER, EACH OF THE RELEASING PARTIES HEREBY UNCONDITIONALLY WAIVES AND FULLY AND FOREVER RELEASES, REMISES, DISCHARGES AND HOLDS HARMLESS THE RELEASED PARTIES FROM ANY AND ALL RELEASED CLAIMS, WHICH ANY OF THE RELEASING PARTIES HAS OR MAY ACQUIRE IN THE FUTURE RELATING IN ANY WAY TO ANY EVENT, CIRCUMSTANCE, ACTION OR FAILURE TO ACT AT ANY TIME ON OR PRIOR TO THE WAIVER EFFECTIVE DATE, SUCH WAIVER, RELEASE AND DISCHARGE BEING MADE WITH FULL KNOWLEDGE AND UNDERSTANDING OF THE CIRCUMSTANCES AND EFFECTS OF SUCH WAIVER, RELEASE AND DISCHARGE, AND AFTER HAVING CONSULTED LEGAL COUNSEL OF ITS OWN CHOOSING WITH RESPECT THERETO. THIS PARAGRAPH IS IN ADDITION TO ANY OTHER RELEASE OF ANY OF THE RELEASED PARTIES BY THE RELEASING PARTIES AND SHALL NOT IN ANY WAY LIMIT ANY OTHER RELEASE, COVENANT NOT TO SUE OR WAIVER BY THE RELEASING PARTIES IN FAVOR OF THE RELEASED PARTIES.",Releases
"No Loan Party will, nor will it permit any Subsidiary to, sell, lease or otherwise transfer any property or assets to, or purchase, lease or otherwise acquire any property or assets from, or otherwise engage in any other transactions with, any of its Affiliates, except (a) transactions that (i) are in the ordinary course of business and (ii) are at prices and on terms and conditions not less favorable to such Loan Party or such Subsidiary than could be obtained on an arm’s-length basis from unrelated third parties; (b) transactions between or among any Loan Parties not involving any other Affiliate; (c) any investment, loan, advance or Guarantee permitted by Sections 6.04(c) , 6.04(d) , 6.04(e) , 6.04(m) , 6.04(o) or 6.04(p) ; (d) any Indebtedness permitted under Section 6.01(c) , 6.01(j) , 6.01(k) or 6.01(o) , (e) any Restricted Payment permitted by Section 6.08 ; (f) loans or advances to, or with respect to obligations of, employees permitted under Section 6.04 ; (g) the payment of reasonable fees to directors of any Loan Party or any Subsidiary who are not employees of such Loan Party or Subsidiary, and compensation and employee benefit arrangements paid to, and indemnities provided for the benefit of, directors, officers or employees of any Loan Party or any Subsidiary thereof in the ordinary course of business; (h) any issuances of securities or other payments, awards or grants in cash, securities or otherwise pursuant to, or the funding of, employment agreements, stock options and stock ownership plans approved by a Loan Party’s or Subsidiary’s board of directors; (i) the transfer of intercompany Indebtedness to the extent permitted by Section 6.04(p) ; (j) transactions solely between or among Foreign Subsidiaries (other than Loan Parties) not involving any Loan Party; (k) permitted Cash Pooling Arrangements; and (l) the Permitted Reorganization.",Transactions With Affiliates
"This Agreement supersedes any and all other previous agreements, either oral or in writing, between the parties hereto with respect to the employment of Employee by the Company and contains all of the covenants and agreements between the parties with respect to such employment in any manner whatsoever. This Agreement does not however modify the terms of existing agreements entered into with Employee regarding shares of stock or other equity in the Company, such as the Sale Restriction Agreement dated as of November 4, 2013 (the “ SRA ”) and the Restricted Stock Purchase Agreement, Buy-Sell Agreement and SAR Conversion Agreement, all as defined in the SRA, and any Deferred Stock Unit Award Agreement or Restricted Stock Unit Award Agreement (collectively referred to as the “ Equity Agreements ”). In the event of a conflict between this Agreement and any of the Equity Agreements, the terms of the Equity Agreements shall govern. Any modification of this Agreement will be effective only it if is in writing signed by the party to be charged.",Entire Agreements
"THIS AGREEMENT SHALL BE CONSTRUED IN ACCORDANCE WITH AND GOVERNED BY THE LAWS OF THE STATE OF NEW YORK, WITHOUT GIVING EFFECT TO ITS CONFLICTS OF LAW PROVISIONS.",Governing Laws
"This First Amendment may be executed in one or more counterparts, each of which shall be deemed to constitute an original, but all of which, when taken together, shall constitute one and the same instrument, with the same effect as if all of the parties to this First Amendment had executed the same counterpart.",Counterparts
"Upon the occurrence of any event triggering the prepayment requirement under clauses (i) and (ii) above, the Borrower shall promptly deliver a Notice of Prepayment to the Administrative Agent and upon receipt of such notice, the Administrative Agent shall promptly so notify the Lenders. Each prepayment of the Loans under this Section shall be applied as follows: first , ratably between the Initial Term Loans and (unless otherwise agreed by the applicable Incremental Lenders) any Incremental Term Loans to reduce on a pro rata basis the remaining scheduled principal installments of the Initial Term Loans and as determined by the Borrower and the applicable Incremental Lenders to reduce the remaining scheduled principal installments of any Incremental Term Loans) pursuant to Section 4.3 and (ii)  second , to the extent of any excess, to repay the Revolving Credit Loans pursuant to Section 2.4(d) , without a corresponding reduction in the Revolving Credit Commitment.",Notices
"Unless the context clearly indicates otherwise, and subject to the terms and conditions of the Plan as the same may be amended from time to time, the following terms, when used in this restricted stock unit agreement, shall have the meanings set forth in this Section 2.",Definitions
"You acknowledge and agree that the covenants, agreements, representations and warranties contained in paragraphs 5C, 5D, 5E, 5F and 8 through 31 of this Agreement shall survive, in accordance with their terms, the expiration or termination of this Agreement for any reason.",Survival
"This Agreement may be executed in counterparts or by copies transmitted electronically, all of which have the same force and effect as the original.",Counterparts
The Plan and the rights of all persons under the Plan shall be construed and administered in accordance with the laws of the State of Washington without regard to its conflict of law principles.,Governing Laws
"The obligations under this Agreement shall survive until fully performed and with respect to indemnification obligations, shall survive until the expiration of the statute of limitations for any claims that may be made thereunder.",Survival
"Upon your termination of Service for any reason, all Unvested Shares shall immediately be forfeited to the Company, and all of your rights to such Unvested Shares shall immediately terminate as of your termination date. In case of any dispute as to whether a termination of Service has occurred, the Committee shall have sole discretion to determine whether such termination has occurred and the effective date of such termination.",Terminations
"Each Supplement H-11 Participant became a Participant in the Plan on the Merger Date (if not already a Participant), and shall continue as a Participant in the Plan until all of the Participant’s vested account balances are distributed, subject to the terms of condition of the Plan and this Supplement H-11.",Participations
This Agreement shall not be assigned to other parties.,Assignments
"For purposes of this Section 2.16, the term “Lender” includes any Issuing Bank and the term “applicable law” includes FATCA.",Defined Terms
"(a)(i) Preserve, renew and keep in full force and effect its organizational existence and good standing in its jurisdiction of incorporation or organization and (ii) take all reasonable action to maintain all rights, privileges and franchises necessary or desirable in the normal conduct of its business, except, in each case, as otherwise permitted by Sections 6.3 or 6.4 or, other than with respect to the organizational existence of each of the Loan Parties, to the extent that failure to do so could not reasonably be expected to have, individually or in the aggregate, a Material Adverse Effect; and (b) comply with all Requirements of Law, except to the extent that failure to comply therewith could not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect.",Compliance With Laws
"The language used in this Supply Agreement will be deemed to be the language chosen by the Parties to express their mutual intent, and no rule of strict construction will be applied against any person. The Parties intend that each representation, warranty and covenant contained herein will have independent significance. If any Party has breached any representation, warranty or covenant contained herein in any respect, the fact that there exists another representation, warranty or covenant relating to the same subject matter (regardless of the relative levels of specificity) that the Party has not breached will not detract from or mitigate the fact that the Party is in breach of the first representation, warranty or covenant. The word “including” will mean including without limitation regardless of whether such words are included in some contexts but not others.",Construction
Each Grantor covenants and agrees that it shall perform all covenants in this Section 4.03(b) .,Agreements
"The Contractor shall commence providing services on the Effective Date and shall continue until the first anniversary of the Effective Date unless terminated prior to such date by either party in accordance with this Section 3 (the "" Term ""), but may be terminated sooner by Contractor upon thirty (30) days' advance written notice or by the Company immediately for Cause or upon thirty (30) days' advance notice other than for Cause, provided that, the provisions below shall apply in the event of a termination of this Agreement.",Terms
"All payments to be made by Seller under this Agreement shall be made in Dollars, in immediately available funds, without deduction, set-off or counterclaim, to Buyer, except to the extent otherwise provided herein, at the following account maintained by Buyer at Citibank, New  York, Account Number 36855692, For the A/C of Citibank, N.A., ABA# 021000089, Reference: PennyMac, not later than 5:00 p.m., New York City time, on the date on which such payment shall become due (each such payment made after such time on such due date to be deemed to have been made on the next succeeding Business Day). Seller acknowledges that it has no rights of withdrawal from the foregoing account.",Payments
"The Company shall not sell, offer for sale or solicit offers to buy or otherwise negotiate in respect of any security (as defined in Section 2 of the Securities Act) that would be integrated with the offer or sale of the Securities in a manner that would require the registration under the Securities Act of the sale of the Securities to the Purchaser or that would be integrated with the offer or sale of the Securities for purposes of the rules and regulations of any Trading Market such that it would require shareholder approval prior to the closing of such other transaction unless shareholder approval is obtained before the closing of such subsequent transaction.",Integration
"Each of the Company and its Restricted Subsidiaries has filed all United States federal tax returns and all other material tax returns that are required to be filed with any Governmental Authority and has paid all Taxes required to be paid by it, except (i) such Taxes, if any, as are being contested in good faith and as to which reserves have been provided in accordance with GAAP and as to which no Lien (other than as permitted by Section 6.16) exists or (ii) where the failure to do so could not reasonably be expected to result in a Material Adverse Effect. No tax Liens have been filed and no claims are being asserted with respect to any such Taxes, other than as permitted by Section 6.16.",Taxes
"This Letter Agreement may only be enforced by CF Corp at the direction of GSO, and nothing set forth in this Letter Agreement shall be construed to confer upon or give to Seller or any other Person (including CF Corp’s and Seller’s direct and indirect creditors), other than the parties hereto and their respective successors and permitted assigns, any rights to enforce the Commitment or to cause CF Corp to enforce the Commitment. Notwithstanding anything to the contrary in this Letter Agreement, if Seller is entitled to specific performance in accordance with Section 11.12 of the Share Purchase Agreement to cause the Closing to occur, Seller may enforce CF Corp’s right to cause the Commitment to be funded (solely to the extent that CF Corp can enforce the Commitment in accordance with the terms hereof) without the direction of GSO, and in such event and solely to such extent Seller will be a third party beneficiary of CF Corp’s rights under this Letter Agreement. The exercise by CF Corp or Seller of any right to enforce this Letter Agreement does not give rise to any other remedies, monetary or otherwise. Whether or not Seller is entitled to enforce the Commitment in accordance with this Section 2, in the event the Commitment is not funded in accordance with the terms of this Letter Agreement, neither CF Corp, Seller, nor any other Person shall have, and no Person is intended to have, any right of recovery against GSO in respect of any liabilities or obligations arising under, or in connection with, this Letter Agreement or the Share Purchase Agreement (including in the event CF Corp breaches its obligations under the Share Purchase Agreement and whether or not CF Corp’s breach is caused by GSO’s breach of its obligations under this Letter Agreement), except to the extent expressly set forth in this Section 2.",Enforceability
"On the Closing Date, upon the terms and subject to the conditions set forth herein, substantially concurrent with the execution and delivery of this Agreement by the parties hereto, the Company agrees to sell, and the Purchasers, severally and not jointly, agree to purchase, up to an aggregate of $5,000,000 of Shares and Warrants. Each Purchaser shall deliver to the Company, via wire transfer or a certified check, immediately available funds equal to such Purchaser’s Subscription Amount as set forth on the signature page hereto executed by such Purchaser and the Company shall deliver to each Purchaser its respective Shares and a Warrant as determined pursuant to Section 2.2(a), and the Company and each Purchaser shall deliver the other items set forth in Section 2.2 deliverable at the Closing. Upon satisfaction of the covenants and conditions set forth in Sections 2.2 and 2.3, the Closing shall occur at the offices of Company Counsel or such other location as the parties shall mutually agree.",Closings
"You will be entitled to participate in and receive the benefits of any retirement benefit plan, life insurance, profit sharing, employee stock ownership, and other plans, benefits and privileges of the Company that may be in effect from time to time, to the extent you are eligible under the terms of those plans and programs. It is understood that the Board of Directors may, in its sole discretion, establish, modify or terminate such plans, programs or benefits.",Benefits
"The parties agree that this Agreement is reasonable and necessary for the protection of the business and goodwill of Crawford and that any breach of this Agreement by Employee will cause Crawford substantial and irreparable harm entitling Crawford to injunctive relief and other equitable and legal remedies. Moreover, to the extent Employee breaches this Agreement, the time periods set forth herein are continued for the period of Employee’s breach of the Agreement. The prevailing party shall be entitled to recover its costs and attorney’s fees in any proceeding brought under this Agreement. The existence of any claim or cause of action by Employee against the Company, including any dispute relating to the termination of this Agreement, shall not constitute a defense to enforcement of said covenants by injunction.",Remedies
"This Note shall be governed by and construed in accordance with the laws of the State of Nevada without regard to principles of conflicts of laws. Any action brought by either party against the other concerning the transactions contemplated by this Note shall be brought only in the federal courts located in New York State. The parties to this Note hereby irrevocably waive any objection to jurisdiction and venue of any action instituted hereunder and shall not assert any defense based on lack of jurisdiction or venue or based upon forum non conveniens . The Company and Holder waive trial by jury. The prevailing party shall be entitled to recover from the other party its reasonable attorney's fees and costs. In the event that any provision of this Note or any other agreement delivered in connection herewith is invalid or unenforceable under any applicable statute or rule of law, then such provision shall be deemed inoperative to the extent that it may conflict therewith and shall be deemed modified to conform with such statute or rule of law. Any such provision which may prove invalid or unenforceable under any law shall not affect the validity or enforceability of any other provision of any agreement. Each party hereby irrevocably waives personal service of process and consents to process being served in any suit, action or proceeding in connection with this Agreement or any other Transaction Document by mailing a copy thereof via registered or certified mail or overnight delivery (with evidence of delivery) to such party at the address in effect for notices to it under this Agreement and agrees that such service shall constitute good and sufficient service of process and notice thereof. Nothing contained herein shall be deemed to limit in any way any right to serve process in any other manner permitted by law.",Governing Laws
"Except if reasonably contemporaneous with the Borrower’s purchase, enter into any arrangement with any Person providing for the leasing by the Borrower of real or personal property which has been or is to be sold or transferred by such Borrower to such Person or to any other Person to whom funds have been or are to be advanced by such Person on the security of such property or rental obligations of such Borrower.",Sales
"Subscriber has all requisite power and authority (and in the case of an individual, capacity) to purchase and hold the Securities, to execute, deliver and perform Subscriber’s obligations under this Subscription Agreement and when executed and delivered by Subscriber, this Subscription Agreement will constitute legal, valid and binding agreements of Subscriber enforceable against Subscriber in accordance with their terms, except as enforceability may be limited by applicable bankruptcy, insolvency, reorganization, moratorium or similar laws affecting creditors’ and contracting parties’ rights generally, and except as enforceability may be subject to general principles of equity (regardless of whether such enforceability is considered in a proceeding in equity or at law).",Enforcements
"The authorized capital stock of the Company consists of 45,000,000 shares of Common Stock, of which 13,3 16,547   shares are outstanding as of the date hereof (prior to the issuance of the Shares ). All of the issued and outstanding shares of the Company’s capital stock have been duly authorized and validly issued and are fully paid and nonassessable. Except (i) for options to purchase Common Stock or other equity awards (including restricted stock units) issued to employees and members of the Board of Directors pursuant to the equity compensation plans or arrangements disclosed in the SEC Reports, (ii) shares of capital stock issuable and reserved for issuance pursuant to securities exercisable for, or convertible into or exchangeable for any shares of capital stock of the Company disclosed in the SEC Reports, and (iii) as contemplated by this Agreement, there are no existing options, warrants, calls, preemptive (or similar) rights, subscriptions or other rights, agreements, arrangements or commitments of any character obligating the Company to issue, transfer or sell, or cause to be issued, transferred or sold, any shares of the capital stock of, or other equity interests in, the Company or any securities convertible into or exchangeable for such shares of capital stock or other equity interests, and there are no outstanding contractual obligations of the Company to repurchase, redeem or otherwise acquire any shares of its capital stock or other equity interests.  The issue and sale of the Shares will not result in the right of any holder of Company securities to adjust the exercise, conversion or exchange price under such securities.",Capitalization
"This Agreement shall be construed and interpreted in accordance with, and governed and enforced in all respects by, the laws of the State of [State where Property is located].",Governing Laws
"To the extent not prohibited by applicable law which cannot be waived, each of the Parties hereto hereby waives, and covenants that it will not assert (whether as plaintiff, defendant or otherwise), any right to trial by jury in any forum in respect of any issue, claim, demand, cause of action, action, suit or proceeding arising out of or based upon this Agreement or the subject matter hereof, in each case whether now existing or hereafter arising and whether in contract or tort or otherwise. Any of the Parties hereto may file an original counterpart or a copy of this Agreement with any court as written evidence of the consent of each of the Parties hereto to the waiver of its right to trial by jury.",Waiver Of Jury Trials
"This Agreement shall be governed by and construed and enforced in accordance with the laws of the State of Delaware applicable to contracts made and to be performed in such state without giving effect to its principles of conflicts of laws. The Company and Indemnitee hereby irrevocably and unconditionally: (a) agree that any action or proceeding arising out of or in connection with this Agreement shall be brought only in the Delaware Court and not in any other state or federal court in the United States, (b) consent to submit to the exclusive jurisdiction of the Delaware Court for purposes of any action or proceeding arising out of or in connection with this Agreement, (c) appoint, to the extent such party is not otherwise subject to service of process in the State of Delaware, Capitol Services, Inc., 1675 S. State St., Suite B, Dover, Delaware 19901 as its agent in the State of Delaware for acceptance of legal process in connection with any such action or proceeding against such party with the same legal force and validity as if served upon such party personally within the State of Delaware and (d) waive, and agree not to plead or make, any claim that the Delaware Court lacks venue or that any such action or proceeding brought in the Delaware Court has been brought in an improper or inconvenient forum.",Governing Laws
"No failure by any Secured Party to exercise, and no delay by any such Person in exercising, any right, remedy, power or privilege hereunder or under any other Loan Document shall operate as a waiver thereof; nor shall any single or partial exercise of any right, remedy, power or privilege hereunder preclude any other or further exercise thereof or the exercise of any other right, remedy, power or privilege. The rights, remedies, powers and privileges herein provided, and provided under each other Loan Document, are cumulative and not exclusive of any rights, remedies, powers and privileges provided by law.",No Waivers
Total and permanent disability as defined in Section 22(e)(3) of the Code.,Disability
"During the Employment Term, the Executive shall be entitled to twenty (20) paid vacation days per calendar year (prorated for partial years) in accordance with the Company’s vacation policies, as in effect from time to time. The Executive shall receive other paid time-off in accordance with the Company’s policies for executive officers as such policies may exist from time to time.",Vacations
"The parties hereto and their respective legal counsel participated in the preparation of this Agreement, and therefore, this Agreement shall be construed neither against nor in favor of any of the parties hereto, but rather in accordance with the fair meaning thereof.",Construction
"Existing Landlord hereby assigns all of its right, title, and interest in and to the Existing Lease to Landlord from and after the Substitution Premises Commencement Date, and Existing Landlord agrees and covenants to indemnify Landlord from and against any and all liabilities, costs, and obligations that result from Existing Landlord's breach of any of the terms, conditions, or obligations under the Lease prior to the Substitution Premises Commencement Date. Landlord hereby assumes and agrees to perform all of the covenants, conditions, and obligations of Existing Landlord set forth in the Lease from and after the Substitution Premises Commencement Date, and to indemnify Existing Landlord from and against any and all liabilities, costs, and obligations that result from Landlord's breach of any of the terms, conditions, or obligations under the Lease from and after the Substitution Premises Commencement Date.",Assignments
"This Amendment, together with the Loan Agreement and the other Loan Documents, constitutes the entire agreement between Lender and Borrowers concerning the subject matter hereof, and may not be altered or amended except by written agreement signed by Lender. PURSUANT TO UTAH CODE SECTION 25-5-4, EACH BORROWER IS NOTIFIED THAT THESE AGREEMENTS ARE A FINAL EXPRESSION OF THE AGREEMENT BETWEEN THE LENDER AND THE BORROWERS AND THESE AGREEMENTS MAY NOT BE CONTRADICTED BY EVIDENCE OF ANY ALLEGED ORAL AGREEMENT.",Amendments
"The Executive recognizes that any breach of this Agreement shall cause irreparable injury to the Company, inadequately compensable in monetary damages. Accordingly, in addition to any other legal or equitable remedies that may be available to the Company, the Executive agrees that the Company shall be able to seek and obtain injunctive relief in the form of a temporary restraining order, preliminary injunction, or permanent injunction, in each case without notice or bond, against Executive to enforce this Agreement. The Company shall not be required to demonstrate actual injury or damage to obtain injunctive relief from the courts. To the extent that any damages are calculable resulting from the breach of this Agreement, the Company shall also be entitled to recover damages, including, but not limited to, any lost profits of the Company and/or its affiliates or subsidiaries. For purposes of this Agreement, lost profits of the Company shall be deemed to include all gross revenues resulting from any activity of the Executive in violation of this Agreement and all such revenues shall be held in trust for the benefit of the Company. Any recovery of damages by the Company shall be in addition to and not in lieu of the injunctive relief to which the Company is entitled. In no event will a damage recovery be considered a penalty in liquidated damages. In addition, in any action at law or in equity arising out of this Agreement, the prevailing party shall be entitled to recover, in addition to any damages caused by a breach of this Agreement, all costs and expenses, including, but not limited to, reasonable attorneys’ fees, expenses, and court costs incurred by such party in connection with such action or proceeding. Without limiting the Company’s rights under this Section 7(b) or any other remedies of the Company, if a court of competent jurisdiction determines that the Executive breached any of the provisions of Sections 5 or 6 , the Company will have the right to cease making any payments or providing any benefits otherwise due to the Executive under the terms and conditions of this Agreement.",Remedies
"This Agreement, the other Loan Documents and the agreements regarding certain fees referred to herein constitute the entire contract between the parties relative to the subject matter hereof. Any previous agreement among or representations from the parties or their Affiliates with respect to the subject matter hereof is superseded by this Agreement and the other Loan Documents. Notwithstanding the foregoing, the Fee Letter shall survive the execution and delivery of this Agreement and remain in full force and effect. Nothing in this Agreement or in the other Loan Documents, expressed or implied, is intended to confer upon any party other than the parties hereto and thereto any rights, remedies, obligations or liabilities under or by reason of this Agreement or the other Loan Documents.",Entire Agreements
"Upon a Participant’s Termination of Service by reason of Disability, any Option held by such Participant that was exercisable immediately before such Termination of Service may be exercised at any time until the earlier of (A) the third (3rd) anniversary of such Termination of Service (or with respect to Incentive Stock Options, the first (1st) anniversary of such Termination of Service) and (B) the expiration date of such Option specified in the applicable Award Agreement.",Disability
"This Agreement may be modified, only by a written instrument signed by the parties.  This Agreement shall not amend or affect any written employee benefit plan of the Company, and Tressler’s benefits, if any, under such plans shall be governed by the terms of each plan in which Tressler is or was a participant.  No failure or delay by the Company in exercising any right or remedy under this Agreement shall operate as a waiver thereof, nor shall any single or partial exercise of any right or remedy preclude any other right or further exercise of any other right or remedy. The recitals and any defined terms therein are incorporated into and made a part of this Agreement.",Miscellaneous
"All covenants, agreements, representations and warranties made by the Borrower herein and in the certificates or other instruments delivered in connection with or pursuant to this Agreement shall be considered to have been relied upon by the other parties hereto and shall survive the execution and delivery of this Agreement and the making of any Loans, regardless of any investigation made by any such other party or on its behalf and notwithstanding that the Administrative Agent or any Lender may have had notice or knowledge of any Default or incorrect representation or warranty at the time any credit is extended hereunder, and shall continue in full force and effect as long as the principal of or any accrued interest on any Loan or any fee or any other amount payable under this Agreement is outstanding and unpaid and so long as the Commitments have not expired or terminated. The provisions of Sections 2.15 , 2.16 , 2.17 , and 9.3 and Article VIII shall survive and remain in full force and effect regardless of the consummation of the transactions contemplated hereby, the repayment of the Loans, the expiration or termination of the Commitments or the termination of this Agreement or any provision hereof. All representations and warranties made herein, in the certificates, reports, notices, and other documents delivered pursuant to this Agreement shall survive the execution and delivery of this Agreement and the other Credit Documents, and the making of the Loans.",Survival
"In the event of a dispute between the parties arising under this Agreement, the party prevailing in such dispute shall be entitled to collect such party's costs from the other party, including without limitation court costs and reasonable attorneys' fees, whether such sums are expended with or without suit, at trial or on appeal.",Enforcements
"As used in this Section 1.6, the terms “Cause”, “Change of Control”, “Good Reason”, and “Involuntary Termination” shall have the definitions given thereto in the then effective employment agreement between the Employee and WTAM.",Defined Terms
"The Employee represents that the Employee has full power and authority to enter into this Agreement, and further represents that entering into this Agreement will not result in a conflict of interest with a party to any pending litigation relating to or against the Company, with attorneys representing a party to any pending litigation relating to or against the Company, or with any governmental or administrative agency.",Authority
"You agree that, for a reasonable period following the execution of this Agreement, you shall cooperate with IRET in transitioning your responsibilities, providing information related to customers with whom you worked, and promptly complying with other reasonable requests of IRET related to the conduct of IRET’s business and your former duties as an employee of IRET.  In addition, for a reasonable period after your termination, you agree to make yourself available and to reasonably cooperate with IRET in any future claims or lawsuits involving the Released Parties where you have knowledge of the underlying facts. In addition, you agree not to voluntarily aid, assist or cooperate with any claimant or plaintiff or their attorneys or agents in any claim or lawsuit commenced against the Released Parties.",Cooperation
TPB and each Holder will take such actions as may be reasonably required or desirable to carry out the provisions of this Agreement.,Further Assurances
