label,entity1,entity2
duplicate,Title: mukii tip-pu301cb 2-port usb 3.0 expresscard; Category: electronics - general; Brand: mukii; ModelNo: tip-pu301cb; Price: 32.0;,Title: mukii transimp tip-pu301cb usb 3.0 2 port express card adapter; Category: memory card adapters; Brand: mukii; ModelNo: tip-pu301cb; Price: 29.99;
not duplicate,Title: hp 56 black inkjet cartridge c6656an; Category: printers; Brand: hp; ModelNo: c6656an; Price: 23.97;,Title: hp no. 20 black ink cartridge c6614an; Category: inkjet printer ink; Brand: hp; ModelNo: c6614an; Price: 12.95;
not duplicate,Title: pny 8gb micro slide attache usb flash drive - silver; Category: usb drives; Brand: pny; ModelNo: p-fdu8gbsl-ef / sil; Price: 14.84;,Title: pny 8 gb micro attache usb 2.0 flash drive p-fd8gbmic-fs black; Category: usb flash drives; Brand: pny; ModelNo: p-fd8gbmic-fs; Price: 24.88;
not duplicate,Title: smead folders front interior pocket straight end tab letter manila 50 box; Category: stationery & office machinery; Brand: nan; ModelNo: 24117; Price: 45.94;,Title: new-smead 24210 - heavyweight folders straight two-ply end tab letter manila 50 box - smd24210; Category: laminating supplies; Brand: smead; ModelNo: nan; Price: 33.0;
not duplicate,Title: lexar media ljdff8gbasbna 4gb jumpdrive firefly usb 2.0 flash drive; Category: usb drives; Brand: lexar media; ModelNo: ljdff8gbasbna; Price: 16.57;,Title: lexar jumpdrive retrax 16 gb usb 2.0 flash drive ljdrx16gasbna gray; Category: computer accessories; Brand: lexar; ModelNo: ljdrx16gasbna; Price: 25.22;
not duplicate,Title: link depot 10 gold plated hdmi to hdmi micro high speed hdmi cable with ethernet; Category: networking; Brand: link depot; ModelNo: hdmi-10-micro; Price: 7.98;,Title: cables to go 40304 high speed hdmi cable with ethernet black 2 meter 6.56-feet; Category: hdmi cables; Brand: cables to go; ModelNo: 40304; Price: 12.99;
not duplicate,Title: iomega 2tb ego desktop usb 2.0 portable hard drive - midnight blue; Category: hard drives; Brand: iomega; ModelNo: 34822; Price: 122.98;,Title: iomega ego 500 gb usb 2.0 portable external hard drive 34945; Category: computers accessories; Brand: iomega; ModelNo: 34945; Price: 74.84;
not duplicate,Title: logitech 910-002463 wireless mouse m305 silver filament; Category: mice; Brand: logitech; ModelNo: 910-002463; Price: 28.88;,Title: logitech wireless mouse m505 red; Category: mice; Brand: logitech; ModelNo: 910-001326; Price: 23.95;
not duplicate,Title: optoma bl-fp230c replacement projector lamp for optoma ep749 projector; Category: monitors; Brand: optoma; ModelNo: bl-fp230c; Price: 294.84;,Title: optoma bl-fp200c replacement lamp for hd70 home theater projector; Category: lamps; Brand: optoma; ModelNo: bl-fp200c; Price: 219.39;
not duplicate,Title: static cling screen protector kit for apple ipad 2; Category: electronics - general; Brand: writeright; ModelNo: 9227801; Price: 0.0;,Title: green onions supply glossy screen protector for apple ipad; Category: screen protectors; Brand: green; ModelNo: rt-spipad01; Price: 18.36;
not duplicate,Title: hp 80 ink printhead printhead cleaner black c4890a; Category: stationery & office machinery; Brand: hp; ModelNo: c4890a; Price: 268.79;,Title: hp c4822a no. 80 printhead and cleaner magenta; Category: printer ink toner; Brand: hp; ModelNo: c4822a; Price: 119.99;
not duplicate,Title: link depot 14 ethernet enhanced cat6 networking cable blue; Category: networking; Brand: link depot; ModelNo: c6m-14-bub; Price: 3.98;,Title: link depot category 6 enhanced network cable with protective boot 50 feet blue; Category: cables interconnects; Brand: link depot; ModelNo: c6m-50-bub; Price: 10.06;
not duplicate,Title: microsoft wireless laser desktop 3000 keyboard and mouse combo; Category: electronics - general; Brand: microsoft; ModelNo: nud-00001; Price: 29.82;,Title: logitech wireless desktop mk320 with keyboard and mouse; Category: keyboard mouse combos; Brand: logitech; ModelNo: 920-002836; Price: 29.99;
not duplicate,Title: post-it pop-up notes super sticky super sticky pop-up notes 3 x 3 tropical 10 90-sheet pads pack; Category: stationery & office machinery; Brand: nan; ModelNo: r33010sst; Price: 15.94;,Title: post-it notes super sticky 6603ssan - super sticky notes 4 x 6 lined three neon colors 3 90-sheet pads pack; Category: printers; Brand: post-it; ModelNo: nan; Price: nan;
not duplicate,Title: avery worksaver big tab plastic dividers two slash pockets eight-tab assorted; Category: stationery & office machinery; Brand: avery; ModelNo: 11907; Price: 5.88;,Title: avery 11906 - worksaver big tab plastic dividers two slash pockets 5-tab assorted; Category: laminating supplies; Brand: avery; ModelNo: nan; Price: nan;
duplicate,Title: targus red tg-ra1010 8-in-1 camera essentials kit; Category: photography - general; Brand: targus; ModelNo: tg-ra1010; Price: 12.98;,Title: targus red tg-ra1010 8-in-1 camera essentials kit; Category: computer accessories; Brand: targus; ModelNo: nan; Price: 12.99;
not duplicate,Title: da-lite da-plex standard rear projection screen - 60 x 80 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27544; Price: 2931.99;,Title: da lite data pro thru-the-wall rear projection screen - 45 x 80 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 23179; Price: 11772.99;
not duplicate,Title: nec 22 lcd monitor black ea221wm-bk; Category: monitors; Brand: nec; ModelNo: ea221wm-bk; Price: 249.0;,Title: nec accusync aslcd92v-bk 19 lcd monitor black; Category: monitors; Brand: nec; ModelNo: aslcd92v-bk; Price: nan;
duplicate,Title: kodak white paper cd dvd sleeves 500 pack; Category: mp3 accessories; Brand: kodak; ModelNo: 70554; Price: 16.99;,Title: kodak 70554 paper sleeves 500 pack; Category: disc storage wallets; Brand: kodak; ModelNo: 70554; Price: 16.99;
not duplicate,Title: logitech m315 wireless optical mouse blue; Category: mice; Brand: logitech; ModelNo: m315; Price: 19.88;,Title: logitech wireless mouse m305 dark fleur; Category: mice; Brand: logitech; ModelNo: 910-001898; Price: 24.17;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 36 x 48 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27559; Price: 1630.99;,Title: da-glas base rear projection screen - 36 x 48 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 1199.99;
not duplicate,Title: hp color laserjet 4600 smart print cartridge magenta; Category: printers; Brand: hp; ModelNo: c9723a; Price: 234.84;,Title: hp color laserjet q6470a black print cartridge in retail packaging; Category: laser printer toner; Brand: hp; ModelNo: q6470a; Price: 115.71;
not duplicate,Title: da-lite da-plex standard rear projection screen - 60 x 80 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27544; Price: 2931.99;,Title: da-lite 27660 da-glas deluxe rear projection screen - 72 x 96 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: new york mets ipod touch 4g hard case; Category: electronics - general; Brand: tribeca; ModelNo: fva4459; Price: 29.99;,Title: green bay packers ipod touch 4g hard case; Category: computers accessories; Brand: tribeca; ModelNo: nan; Price: 29.99;
not duplicate,Title: innovera 7653 compatible ink 8000 page-yield red; Category: printers; Brand: innovera; ModelNo: 7653; Price: 54.1;,Title: innovera 104 - 104 compatible toner 2000 page-yield black; Category: computer accessories; Brand: innovera; ModelNo: nan; Price: nan;
not duplicate,Title: wintec filemate 4gb compactflash memory card; Category: usb drives; Brand: wintec; ModelNo: 3fmcf4gb-r; Price: 15.98;,Title: wintec filemate 8 gb s-professional compactflash card; Category: memory cards; Brand: wintec; ModelNo: 3fmcf8gbs-r; Price: 25.99;
not duplicate,Title: hp laserjet 53x black print cartridge; Category: printers; Brand: hp; ModelNo: q7553x; Price: 164.84;,Title: hp laserjet 03a black print cartridge in retail packaging; Category: laser printer toner; Brand: hp; ModelNo: c3903a; Price: 46.52;
not duplicate,Title: da-lite video spectra 1.5 model c manual screen - 78 x 139 hdtv format; Category: electronics - general; Brand: da-lite; ModelNo: 82973; Price: 787.99;,Title: da-lite model b manual wall and ceiling projection screen 60 x 60 video spectra 1.5 surface; Category: projection screens; Brand: da-lite screen; ModelNo: video spectra 1.5; Price: 84.95;
not duplicate,Title: coolmax 3.5 usb 3.0 external hard drive enclosure black; Category: electronics - general; Brand: coolmax; ModelNo: hd-381bz-u3; Price: 26.88;,Title: cavalry usb 2.0 2.5-inch portable external hard drive enclosure - pink; Category: computers accessories; Brand: cavalry; ModelNo: en-caug-p; Price: 15.99;
not duplicate,Title: logitech wireless mouse m315 victorian; Category: mice; Brand: logitech; ModelNo: 910002534; Price: 19.88;,Title: logitech wireless mouse m315 nano steel blue; Category: mice; Brand: logitech; ModelNo: m315; Price: nan;
not duplicate,Title: imation 43347 dds-2 data cartridge; Category: mp3 accessories; Brand: imation; ModelNo: 43347; Price: 10.88;,Title: imation travan-3 data cartridge 3.2 gb single; Category: data cartridges; Brand: imation; ModelNo: 45577; Price: 8.95;
not duplicate,Title: da-lite da-glas unframed rear projection screen - 43 1 4 x 57 3 4 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27602; Price: 920.99;,Title: da-lite 20032 holoscreen rear projection screen - 33 x 50 1 2 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-plex self trimming rear projection screen - 96 x 120 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27903; Price: 7799.99;,Title: da-lite da-plex thru-the-wall rear projection screen - 90 x 120 video format; Category: projection screens; Brand: da-lite; ModelNo: 23055; Price: 12222.0;
not duplicate,Title: canon x25 toner cartridge 8489a001aa; Category: printers; Brand: canon; ModelNo: 8489a001aa; Price: 79.53;,Title: canon imageclass toner cartridge e20 1492a002aa; Category: laser printer toner; Brand: canon; ModelNo: e20; Price: 76.89;
not duplicate,Title: da-lite dual vision tensioned cosmopolitan electrol - av format 10 x 10 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 84992; Price: 2735.99;,Title: da-lite 97991 dual vision tensioned cosmopolitan electrol - av format 10 6 x 14 diagonal; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: avery shipping labels for color laser copier 3-3 4 x 4-3 4 matte white 100 pack; Category: stationery & office machinery; Brand: avery; ModelNo: nan; Price: 16.67;,Title: avery 5692 - laser cd dvd labels matte white 40 pack; Category: computers accessories; Brand: avery; ModelNo: nan; Price: nan;
not duplicate,Title: visiontek 900252 radeon hd 4650 1 gb 128-bit gddr2 pci express 2.0 graphics card .; Category: electronics - general; Brand: visiontek; ModelNo: 900252; Price: 86.92;,Title: visiontek radeon 6450 1 gb ddr3 pci express dvi-d hdmi vga graphics card 900371; Category: graphics cards; Brand: visiontek; ModelNo: 900371; Price: 58.99;
not duplicate,Title: sharpie retractable permanent markers fine point assorted 3pk; Category: stationery & office machinery; Brand: sharpie; ModelNo: 32726pp; Price: 8.18;,Title: new-sharpie 75847 - permanent markers ultra fine point assorted 24 set - san75847; Category: shredders; Brand: sharpie; ModelNo: nan; Price: 38.39;
not duplicate,Title: stanley bostitch quiet sharp 6 commercial desktop electric pencil sharpener blue; Category: stationery & office machinery; Brand: stanley bostitch; ModelNo: eps10hc; Price: 37.57;,Title: new-x-acto 1606 - high-volume commercial desktop electric pencil sharpener beige - epi1606; Category: shredders; Brand: x-acto; ModelNo: nan; Price: 196.92;
not duplicate,Title: oxford 1 2 twin-pocket portfolio hunter green; Category: stationery & office machinery; Brand: oxford; ModelNo: 53434; Price: 35.94;,Title: oxford 53442 - twin-pocket linen paper portfolio teal; Category: storage presentation materials; Brand: oxford; ModelNo: nan; Price: nan;
not duplicate,Title: da-lite da-plex deluxe rear projection screen - 78 x 139 hdtv format; Category: electronics - general; Brand: da-lite; ModelNo: 27573; Price: 7452.99;,Title: da-lite da-glas thru-the-wall rear projection screen - 78 x 139 hdtv format; Category: projection screens; Brand: da-lite; ModelNo: 23078; Price: 9044.23;
not duplicate,Title: panasonic kx-tga6645b dect 6.0 plus expandable digital cordless answering system with 5 handsets; Category: electronics - general; Brand: panasonic; ModelNo: kx-tg6645b; Price: 150.0;,Title: panasonic kx-tg4134n dect 6.0 cordless phone with anwering system champagne gold 4 handsets; Category: cordless telephones; Brand: panasonic; ModelNo: kx-tg4134n; Price: 98.36;
not duplicate,Title: us brown bear desktop mount series double arm single monitor mount for 13 - 27 screens; Category: furniture; Brand: us brown bear; ModelNo: nan; Price: 59.99;,Title: dm2-b27-slvr double arm dual monitor desktop mount for 13 -27 screens w clamp silver; Category: tv mounts; Brand: u.s. brown bear; ModelNo: dm2-b27-slvr; Price: 119.99;
not duplicate,Title: casio exilim ex-zs10 14.1 mp digital camera black w 5x optical zoom 2.7 lcd display; Category: digital cameras; Brand: casio; ModelNo: ex-zs10bk; Price: 120.0;,Title: casio ex-h10 12mp digital camera with 10x optical zoom and 3.0 inch lcd; Category: point shoot digital cameras; Brand: casio; ModelNo: ex-h10bkebb; Price: 269.0;
not duplicate,Title: c-line top-load poly sheet protectors heavy gauge letter 200ct; Category: stationery & office machinery; Brand: nan; ModelNo: 62097; Price: 28.94;,Title: new-secure top sheet protectors heavy gauge letter case pack 2 - 508763; Category: portfolios; Brand: avery; ModelNo: nan; Price: 29.0;
not duplicate,Title: ifrogz ipod touch 4 luxe original case blue black; Category: mp3 accessories; Brand: ifrogz; ModelNo: it4lo-blu/blk; Price: 29.99;,Title: ifrogz luxe lean case for ipod touch 4g gun metal; Category: cases; Brand: ifrogz; ModelNo: it4ll-gmt; Price: 11.99;
not duplicate,Title: sigma 18-250mm zoom lens for nikon digital slr cameras 880306; Category: camera and camcorder accessories; Brand: sigma; ModelNo: 880306; Price: 478.0;,Title: nikon 50mm f 1.4 g sic sw prime nikkor lens for nikon digital slr cameras; Category: camera lenses; Brand: nikon; ModelNo: 50mm f/1 .4 g; Price: 469.95;
not duplicate,Title: brother pt-18r p-touch label printer; Category: printers; Brand: brother; ModelNo: pt-18r; Price: 129.88;,Title: brother ql-1050 wide format pc label printer; Category: label makers; Brand: brother; ModelNo: ql-1050; Price: 174.92;
duplicate,Title: motorola h17 bluetooth headset; Category: electronics - general; Brand: motorola; ModelNo: 89334m; Price: 38.84;,Title: motorola h17 bluetooth headset black; Category: bluetooth headsets; Brand: motorola; ModelNo: sj0979a; Price: 24.94;
not duplicate,Title: verbatim 96438 2gb store n go usb 2.0 flash drive; Category: usb drives; Brand: verbatim; ModelNo: 96438; Price: 14.84;,Title: verbatim store n go 16 gb usb 2.0 flash drive 96317 red; Category: usb flash drives; Brand: verbatim; ModelNo: 96317; Price: 22.99;
not duplicate,Title: hon 10700 series right pedestal credenza 72w x 24d x 29-1 2h mahogany; Category: furniture; Brand: hon; ModelNo: 10707rnn; Price: 799.0;,Title: new-hon 10707rnn - 10700 series right pedestal credenza 72w x 24d x 29-1 2h mahogany - hon10707rnn; Category: laminating supplies; Brand: hon; ModelNo: nan; Price: 486.0;
duplicate,Title: plantronics usb-to-headset adapter; Category: electronics - general; Brand: plantronics; ModelNo: da-40; Price: 27.98;,Title: plantronics headset to usb adapter da40; Category: accessories supplies; Brand: plantronics; ModelNo: da40; Price: 27.98;
not duplicate,Title: sharpie retractable permanent markers fine point assorted 3pk; Category: stationery & office machinery; Brand: sharpie; ModelNo: 32726pp; Price: 8.18;,Title: san30173 - permanent marker fine point 3 pk assorted; Category: nan; Brand: sanford; ModelNo: 30173; Price: 6.87;
duplicate,Title: vantec nexstar se 2.5 sata hard drive rack; Category: electronics - general; Brand: vantec; ModelNo: mrk-515st; Price: 10.74;,Title: vantec nexstar se 2.5-inch sata hard drive rack mrk-515st black; Category: computers accessories; Brand: vantec; ModelNo: mrk-515st; Price: 10.74;
duplicate,Title: xerox 108r00579 transfer roller; Category: printers; Brand: xerox; ModelNo: 108r00579; Price: 199.88;,Title: xerox 108r00579 transfer roller for xerox phaser 7750 laser printer; Category: printer roll holders; Brand: xerox; ModelNo: 108r00579; Price: 153.57;
not duplicate,Title: canon cli-226 cyan ink tank; Category: printers; Brand: canon; ModelNo: 4547b001; Price: 13.97;,Title: canon bci-3ec cyan ink tank; Category: printer ink toner; Brand: canon; ModelNo: 4480a003; Price: 8.89;
not duplicate,Title: bell o high-speed hdmi cable with ethernet 2-meter; Category: tv accessories; Brand: bell ' o; ModelNo: hd7102; Price: 69.99;,Title: accell proultra supreme b116c-016b-40 high speed hdmi cable with ethernet 5m; Category: hdmi cables; Brand: accell; ModelNo: b116c-016b-40; Price: 29.88;
not duplicate,Title: siig ce-mt0b12-s1 satellite speaker mounts in pair; Category: furniture; Brand: siig; ModelNo: ce-mt0b12-s1; Price: 20.88;,Title: satellite speaker mounts - 5.1; Category: car audio video; Brand: siig; ModelNo: ce-mt0c12-s1; Price: 31.41;
not duplicate,Title: lexar media ljdff2gbasbna 2gb jumpdrive firefly usb 2.0 flash drive; Category: usb drives; Brand: lexar media; ModelNo: ljdff2gbasbna; Price: 13.88;,Title: lexar ljdsep8gbasbna jumpdrive secure ii plus 8 gb usb 2.0 flash drive; Category: usb flash drives; Brand: lexar; ModelNo: ljdsep8gbasbna; Price: 15.36;
duplicate,Title: logitech usb webcam c270h; Category: electronics - general; Brand: logitech; ModelNo: c270h; Price: 29.0;,Title: logitech hd webcam c270; Category: webcams; Brand: logitech; ModelNo: 960-000694; Price: 38.35;
not duplicate,Title: kingston valueram 2gb ddr3 sdram desktop memory module; Category: memory; Brand: kingston; ModelNo: kvr1333d3ls4r9s/2g; Price: 63.88;,Title: kingston valueram 1 gb 533mhz pc2-4200 ddr2 dimm desktop memory kvr533d2n4 1g; Category: memory; Brand: kingston; ModelNo: kvr533d2n4/1g; Price: 13.99;
not duplicate,Title: vivitar 50-in-1 card reader writer; Category: usb drives; Brand: vivitar; ModelNo: viv-rw-50; Price: 11.98;,Title: vivitar compact flash card reader writer viv-rw-cf; Category: memory card readers; Brand: vivitar; ModelNo: viv-rw-cf; Price: 9.99;
not duplicate,Title: sharpie retractable permanent markers fine point set of 12 black; Category: stationery & office machinery; Brand: sharpie; ModelNo: 32701; Price: 13.64;,Title: new-sharpie 32707 - retractable permanent markers fine point asstd . 12 set - san32707; Category: shredders; Brand: sharpie; ModelNo: nan; Price: 40.17;
not duplicate,Title: marware eco-flip ipad 2 case black; Category: mp3 accessories; Brand: marware; ModelNo: 602956008545; Price: 43.99;,Title: marware eco-vue for ipad 2 black 602956008538; Category: cases sleeves; Brand: marware; ModelNo: 602956008538; Price: 25.08;
not duplicate,Title: omnimount component shelf - black; Category: home theater; Brand: omnimount; ModelNo: ecsb; Price: 33.54;,Title: sanus systems vmavb component shelf wall mount black; Category: audio-video shelving; Brand: sanus; ModelNo: vmavb; Price: nan;
not duplicate,Title: griffin technology outfit gloss ipod touch 4g black; Category: mp3 accessories; Brand: griffin technology; ModelNo: gb01967; Price: 24.99;,Title: griffin technology reveal for ipad - black; Category: cases sleeves; Brand: griffin technology; ModelNo: gb01619; Price: 9.49;
not duplicate,Title: philips gogear ariaz mp3 player; Category: mp3; Brand: philips; ModelNo: sa3ara08k/37; Price: 78.88;,Title: philips gogear ariaz 8 gb mp3 player silver; Category: mp3 players; Brand: philips; ModelNo: aria/sa2ara08k/17; Price: 75.0;
not duplicate,Title: v7 4gb sd card class 6 high capacity sdhc 4 gb; Category: usb drives; Brand: v7; ModelNo: vasdh4gcl6r-1n; Price: 7.98;,Title: v7 32gb sd card class 6 high capacity sdhc 32 gb; Category: blank media; Brand: v7; ModelNo: vasdh32gcl6r-1n; Price: 42.24;
not duplicate,Title: hp ce505xd black laserjet print cartridges 2pk; Category: printers; Brand: hp; ModelNo: hp ce505xd; Price: 258.84;,Title: hp laserjet 38a black print cartridge in retail packaging - dual pack; Category: laser printer toner; Brand: hp; ModelNo: q1338d; Price: nan;
not duplicate,Title: kensington wireless presenter pro with green laser pointer; Category: stationery & office machinery; Brand: kensington; ModelNo: k72353us; Price: 59.88;,Title: new-kensington 72336 - wireless presenter w laser pointer 1gb black - kmw72336; Category: shredders; Brand: kensington; ModelNo: nan; Price: 94.0;
not duplicate,Title: gear head mp2300blk 3 button wireless optical wheel mouse - black silver; Category: mice; Brand: gear head; ModelNo: mp2300blk; Price: 13.82;,Title: gear head 2.4 ghz wireless optical nano mouse - purple black usb mp2950pur-cp10; Category: mice; Brand: gear head; ModelNo: mp2950pur-cp10; Price: 14.99;
not duplicate,Title: victor 1570-6 desktop two-color printing calculator; Category: stationery & office machinery; Brand: victor; ModelNo: 15706; Price: 199.88;,Title: canon p23-dh v 2 color mini-desktop printing calculator; Category: printing; Brand: canon; ModelNo: 9492a001aa; Price: 16.0;
not duplicate,Title: scosche 1993-up select subaru power 4-speaker connector; Category: car stereos; Brand: scosche; ModelNo: su03b; Price: 9.88;,Title: scosche ma02b speaker connector for 1990-up mazda; Category: wiring harnesses; Brand: scosche; ModelNo: ma02b; Price: 8.22;
not duplicate,Title: da-lite da-glas unframed rear projection screen - 57 3 4 x 77 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27604; Price: 1609.99;,Title: da-glas self trimming rear projection screen - 60 x 80 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 3095.99;
not duplicate,Title: da-lite da-plex unframed rear projection screen - 84 x 84 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27503; Price: 3561.99;,Title: da-lite da-plex unframed rear projection screen - 108 x 144 video format; Category: projection screens; Brand: da-lite; ModelNo: 27514; Price: 8094.0;
not duplicate,Title: vaultz lock mobile file chest storage box letter legal black; Category: stationery & office machinery; Brand: vaultz; ModelNo: vz01270; Price: 59.94;,Title: new-vaultz vz01008 - locking file chest storage box letter legal 17-1 2 x 14 x 12-1 2 black - idevz01008; Category: label makers; Brand: vaultz; ModelNo: nan; Price: nan;
not duplicate,Title: ampad envirotec 100 recycled file folders 1 3 cut top tab letter brown 100pk; Category: stationery & office machinery; Brand: nan; ModelNo: 35113; Price: 12.94;,Title: new-pendaflex earthwise 04342 - recycled file folders 1 3 cut top tab letter natural 100 box - ess04342; Category: laminating supplies; Brand: pendaflex; ModelNo: nan; Price: nan;
not duplicate,Title: lexmark t650h11a black high-yield toner print cartridge; Category: printers; Brand: lexmark; ModelNo: t650h11a; Price: 565.2;,Title: lexmark e360h11a high yield return program toner cartridge; Category: printer ink toner; Brand: lexmark; ModelNo: e360h11a; Price: 170.78;
not duplicate,Title: lexmark x651h11a high-yield toner 25000 page-yield black; Category: printers; Brand: lexmark; ModelNo: x651h11a; Price: 565.2;,Title: new-lexmark 12a7462 - 12a7462 high-yield toner 21000 page-yield black - lex12a7462; Category: printer ink toner; Brand: lexmark; ModelNo: nan; Price: 191.01;
not duplicate,Title: da-lite da-plex standard rear projection screen - 60 x 80 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27544; Price: 2931.99;,Title: da-lite da-glas thru-the-wall rear projection screen - 72 x 96 video format; Category: projection screens; Brand: da-lite; ModelNo: 23050; Price: 8968.99;
not duplicate,Title: baltimore ravens ipod touch 4g hard case; Category: electronics - general; Brand: tribeca; ModelNo: fva4584; Price: 29.99;,Title: chicago blackhawks ipod touch 4g hard case; Category: computers accessories; Brand: tribeca; ModelNo: nan; Price: 29.99;
not duplicate,Title: da-lite da-glas standard rear projection screen 72 x 96 video format; Category: electronics - general; Brand: da-lite; ModelNo: 27639; Price: 4448.99;,Title: da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: nan;
not duplicate,Title: lexmark 12a8425 black high-yield toner print cartridge; Category: printers; Brand: lexmark; ModelNo: 12a8425; Price: 302.4;,Title: brother tn360 high yield black toner cartridge; Category: laser printer toner; Brand: brother; ModelNo: tn360; Price: 45.54;
not duplicate,Title: canon imageclass mf4570dn laser multifunction printer; Category: stationery & office machinery; Brand: canon; ModelNo: 4509b020aa; Price: 288.0;,Title: canon imageclass d1120 laser multifunction copier 3478b001aa; Category: laser printers; Brand: canon; ModelNo: d1120; Price: 349.99;
not duplicate,Title: logitech wireless mouse dark fleur; Category: mice; Brand: logitech; ModelNo: 910001898; Price: 27.82;,Title: logitech wireless mouse m310 silver; Category: mice; Brand: logitech; ModelNo: 910-001675; Price: 21.49;
not duplicate,Title: centon 16gb datastick pro usb flash drive 2-pack bundle; Category: computers; Brand: nan; ModelNo: nan; Price: 42.0;,Title: centon dsp8gb10pk 10 x 8gb multi-pack pro usb flash drive grey; Category: usb flash drives; Brand: centon; ModelNo: dsp8gb10pk; Price: 102.99;
duplicate,Title: tops classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets; Category: stationery & office machinery; Brand: tops business forms; ModelNo: 99712; Price: 11.58;,Title: new-tops 99712 - classified colors notebook narrow rule 5-1 2 x 8-1 2 orchid 100 sheets - top99712; Category: storage presentation materials; Brand: tops; ModelNo: nan; Price: 19.0;
duplicate,Title: bower ss2477 digital wrist strap grey; Category: camera and camcorder accessories; Brand: bower; ModelNo: relaunch ss2477g; Price: 7.98;,Title: bower ss2477g digital camera wrist strap 1.50-inch - grey; Category: binocular accessories; Brand: bower; ModelNo: ss2477g; Price: 5.99;
not duplicate,Title: pendaflex cutless watershed file folders 1 3 cut top tab letter manila 100 per box; Category: stationery & office machinery; Brand: nan; ModelNo: 48434; Price: 22.69;,Title: smead 24135 - folders 1 3 cut top reinforced end tab letter manila 100 box; Category: printers; Brand: smead; ModelNo: nan; Price: 72.48;
not duplicate,Title: smead file folders 1 2 cut 1-ply top tab manila 100 box; Category: stationery & office machinery; Brand: nan; ModelNo: 15320; Price: 34.05;,Title: universal 16123 - file folders 1 3 cut assorted two-ply top tab legal manila 100 box; Category: nan; Brand: universal; ModelNo: nan; Price: 47.0;
not duplicate,Title: logitech wireless mouse m315 silver; Category: mice; Brand: logitech; ModelNo: 910002537; Price: 19.88;,Title: logitech wireless mouse m305 silver filament 910-002463; Category: mice; Brand: logitech; ModelNo: 910-002463; Price: 20.95;
not duplicate,Title: logitech wireless mouse m310 bundle; Category: computers; Brand: nan; ModelNo: nan; Price: 29.88;,Title: logitech wireless mouse m310 silver; Category: mice; Brand: logitech; ModelNo: 910-001675; Price: 21.49;
not duplicate,Title: jvc flats lightweight folding headphones silver; Category: electronics - general; Brand: jvc; ModelNo: has160s; Price: 36.88;,Title: jvc has150bx light weight flat folding headphone black; Category: headphones; Brand: jvc; ModelNo: has150bx; Price: nan;
not duplicate,Title: bell o high-speed hdmi cable with ethernet 2-meter; Category: tv accessories; Brand: bell ' o; ModelNo: hd7102; Price: 69.99;,Title: accell proultra supreme b116c-003b-40 high speed hdmi cable with ethernet 1m; Category: hdmi cables; Brand: accell; ModelNo: b116c-003b-40; Price: 17.79;
not duplicate,Title: cables unlimited - 3.5 mm 50 male to female stereo cable; Category: electronics - general; Brand: cables unlimited; ModelNo: aud-1000-50; Price: 9.88;,Title: cables unlimited zip-linq male male retractable 3.5 mm stereo cable; Category: audio cables; Brand: cables unlimited; ModelNo: zip-audio-cd3; Price: 9.99;
not duplicate,Title: iogear 2-port usb 2.0 printer auto sharing switch black; Category: computers; Brand: iogear; ModelNo: gub211w6; Price: 22.92;,Title: iogear 2-port usb 2.0 automatic printer switch gub231 black; Category: usb network adapters; Brand: iogear; ModelNo: gub231; Price: 23.99;
not duplicate,Title: duracell coppertop aa batteries 6pk; Category: electronics - general; Brand: duracell; ModelNo: 4133300407; Price: 0.0;,Title: duracell coppertop batteries; Category: aaa; Brand: duracell; ModelNo: nan; Price: 14.65;
not duplicate,Title: acco vinyl report cover prong clip letter 1 2 capacity 10-pack; Category: stationery & office machinery; Brand: acco; ModelNo: 26101; Price: 10.94;,Title: new-acco 26102 - vinyl report cover prong clip letter 1 2 capacity clear cover blue back - acc26102; Category: portfolios; Brand: acco; ModelNo: nan; Price: 25.0;
