text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
"I figured he was clearly referring to female black bears as ""women.""",0.8,0.0,0.0,0.0,0.7,0.8,0.0
"Computer programs like this are forced to be made to show some modicum of objectivity because lawmakers don't want to be accused of 'raaaacism' by black racialists and white Liberals on something we all know.  Here's the good news about facts and statistics: they don't care about your feelings.

Blacks- specifically men- commit a grossly disproportionate amount of crime. There. That's a fact.  According to FBI data, 4,906 black people murdered other blacks in 2010 and 2011.  White males are 40 percent of the population and committed 4,582 murders. That same year, black males were just 6.6 percent of the population but committed a staggering 5,531 murders (http://www.bjs.gov/content/pub/pdf/htus8008.pdf)

Employment history and family structure are also important: so why do Leftists refuse to accept that almost 75% of blacks are raised by absentee and single parents?
(http://www.cnsnews.com/commentary/walter-e-williams/true-black-tragedy-illegitimacy-rate-nearly-75)",0.8,0.0,0.1,0.0,0.4,0.7,0.0
"As if six or seven Trump articles over a two day period wasn't gratuitous enough, now an entire issue devoted to ICP/juggalos (the biohazard of White trash). Question : is WW being paid off, or is all this shilling for free?",0.7,0.0,0.0,0.0,0.6,0.7,0.0
"Another Muslim jerk, amazing how Alaska has changed in the past 30 yrs. or so, look all low lifes that are allowed to come here and comment murder, but that's okay. we have a house full of jerks sitting in Juneau allowing this to happen.",0.90625,0.140625,0.15625,0.03125,0.90625,0.78125,0.0
"Call me crazy, but I'm going to say ""new negroes"" if people ask me what that New Negroes show is titled.",0.7868623,0.04542278,0.051013276,0.001397624,0.5681342,0.7596087,0.002795248
We must build a wall to keep these transgendered sheep-lovers from invading the Homeland and forcing their boiled food on us!,0.6351351,0.08108108,0.027027028,0.054054055,0.43243244,0.6081081,0.054054055
"Yeah, those white separatist idiots don't much like me.  Don't care.",0.875,0.05,0.225,0.0,0.8375,0.675,0.0
except if you are city white privilege trash. then you have to go to fred meyers.,0.84375,0.015625,0.046875,0.0,0.796875,0.640625,0.0
"If you don't like it here go back to Africa or wherever you came, or were taken from.  My ancestors in Eastern Europe were also slaves but instead of whining about it every day as an excuse for my laziness and n0t paying attention in school I have moved on.  I am in control of my life - not the past.  Time for people to grow up and live in the present.  BTW, blacks in the US have it far better than blacks in an black run country in Africa.",0.7,0.1,0.0,0.0,0.5,0.7,0.0
"Those stupid liberals are just awful!!! I mean, how can they think that its fair to infringe on our rights to shoot the gay and latino and black people, and keep the women in the kitchen!

I mean, isn't it just an outrage to assume that these people have civil rights???",0.90789473,0.2236842,0.15789473,0.31578946,0.8684211,0.75,0.02631579
"Just google it like I did Lela, I promise you will find it. I can only 'imagine' the suffering of those indigenous peoples. Fundamentalist sects of Christianity as missionaries are the worst.",0.7,0.2,0.0,0.0,0.5,0.7,0.0
"Give it up, Black.  You don't belong on this site.  I'm sure there's a KKK site waiting for your input.",0.9,0.3,0.0,0.0,0.5,0.9,0.0
"If the man was a nigger, he should have been shot, not punched!",0.9856077,0.24147122,0.16151386,0.92324096,0.47974414,0.95629,0.0010660981
"Maybe they should be black to celebrate victims of everything, everywhere.",0.68421054,0.013157895,0.02631579,0.013157895,0.2631579,0.68421054,0.0
"There is nothing ""positive"" about transsexuals. It is sick!",0.796875,0.171875,0.015625,0.0,0.734375,0.796875,0.0
The true Mexican illegal thugs.,0.8888889,0.04761905,0.015873017,0.0,0.73015875,0.8888889,0.0
"People forget that Muhammad Ali stated on numerous occasions that, ""All white men are devils."" Check YouTube videos.  Unfortunately Malcolm X got his hooks into Ali the same way that Rev ""GD America"" White got into President Obama for 20 years. And all this means nothing?",0.7,0.0,0.2,0.0,0.6,0.7,0.0
"This is why desegregation was a terrible idea. Black people are pack animals, still too much monkey in their DNA",0.75714284,0.08571429,0.014285714,0.0,0.6571429,0.7285714,0.014285714
"She's here to entertain white trash, whose numbers are in rapid decline.  The issue is self eliminating.",0.8382353,0.0882353,0.073529415,0.029411765,0.7794118,0.8088235,0.014705882
"You named 2 people out of 360,000,000+.  Not all Muslims are Islamic terrorists, but all Islamic terrorists are Muslims.",0.36363637,0.0,0.09090909,0.0,0.18181819,0.6363636,0.0
This tragedy was brought to you by an Islamic nutcase who hated gays.,0.82857144,0.08571429,0.014285714,0.0,0.5714286,0.8,0.0
"Oh, so according to Muslims ISIS are not Islamic. That's like saying according to Hitler, not all Nazis were bad.",0.7,0.1,0.1,0.0,0.2,0.8,0.0
"And the NRA and Congress who handed him an assault rifle and encouraged hatred of gays, women, and minorities.

I can't wait to see how you couch the hundreds of other mass shootings performed by, in an overwhelming majority, white American males.",0.7,0.2,0.0,0.1,0.2,0.7,0.0
"Jane Stillwell writes, ""How convenient for America's deep state that Muslims and gays should become the targets of hate- instead of them. Americans should all hate the surveillance state and the billionaire' state and the police state that AMERICA is rapidly becoming ( just like ISRAEL, Saudi Arabia)- but Americans are conditioned to hate Muslims and gays and women instead. How convenient.""",0.6,0.0,0.0,0.0,0.2,0.7,0.0
"You can't name a single Christianity inspired terrorist attack. If mass shootings are tied to religion, that religion is Islam.",0.8,0.0,0.0,0.0,0.2,0.8,0.0
Muslims hate gays and want them dead. Islam is the biggest threat to the LGBT folks on this planet. This is probably only the beginning of this sort of thing.,0.8815789,0.13157895,0.02631579,0.31578946,0.39473686,0.8684211,0.013157895
"This is the result of unlimited freedom of religion's protection of radical religious hate rhetoric inciting violence against and murder of gay folk. RFRAs kill. The first friend of mine who was killed for being gay was years ago in Anchorage. Remember the ""homosexual panic defense""? The legal right to murder. Yes, America. Yes, Anchorage. Disenfranchise us. Spread hateful lies. Make us disappear. God hates fags rhetoric. This was just a matter of time. 

The other tragic fact this exposes once again: Americans speak too often with a gun.",0.7,0.0,0.5,0.2,0.6,0.8,0.0
"No, they are murderers who call themselves Muslims, and who target Muslims for slaughter more than anyone else.  ""Islam"" is the name of the religion.  The Da'esh do not practice it.

""Why do you say what you do not do?""--Qur'an",0.8,0.1,0.0,0.2,0.5,0.8,0.0
"This is the problem
Islam has been at war with the non-islamic world for 1400 years
islam has been conquering, murdering, and suppressing for 1400 years
Islam teaches dishonesty, violence, murder, and sedition.
Islam destroys all others religious symbols and statues.
Islam is NOT a religion.  
Islam is a SEDITIOUS IDEOLOGY !!
And remember the teachings of mohammed
""SMITE THE NECK OF THE NON BELIEVER""",0.8,0.1,0.0,0.0,0.5,0.8,0.0
"here we have ANOTHER muslim kook shooting us, and morons think trump is the problem for cleaning up our country. i can't wait till he starts exporting these freaks.",0.85,0.1375,0.1375,0.2875,0.8,0.7125,0.0125
Hateful rhetoric only comes white male right wingers...don't you know anything?,0.7,0.0,0.0,0.0,0.4,0.7,0.0
"In light of this slaughter by a Muslim, will gay bars be allowed to profile young male Arabs?",0.6,0.0,0.0,0.0,0.4,0.7,0.0
So we're supposed to tolerate radical muslims trying to kill us?,0.75714284,0.1,0.0,0.27142859,0.31428573,0.71428573,0.0
Legalize prostitution is an answer to rapes in Alaska.  It takes 30 years for a male to prepare to make a living but only takes 18 years to become sexually mature.  This a conflict that fools try to answer with outcries.  No wonder there are so many Gays.  You seldom hear a male yelling rape by another male.,0.7,0.2,0.0,0.0,0.7,0.8,0.3
"Poor analogy. Both the KKK and the Blacks are Christians.
So cross burning is racial not religious. But good try on explaining the silence of Muslims about their religious killers.",0.67105263,0.078947365,0.013157895,0.065789476,0.43421054,0.6315789,0.0
"The enemy is Radical Islamic Terrorism, not guns.  Guns are our only protection we have  from an ideology who's goal is to kill us all.  Our president's failure to address this as such is responsible for it's spread across the globe.  We need to destroy Radical Islamic Terrorists wherever they are, Now!  The President's ""policy of containment"" has been a total failure.  His policy of taking in tens of thousands of Islamic refugees will further destroy our national security and leave us with the same destruction Europe is presently facing. Home grown terrorists will increasingly be able to get their motivations from more and more unvetted Islamic terrorists who so easily enter our country due to our president's failure to protect us by leaving the borders open.",0.9,0.2,0.0,0.8,0.1,0.8,0.0
Time to deport all muslims. I dont give a rip what you pc idiots think. Time to clean up america. We are overrun with mentally deranged diaperheads.,0.89285713,0.14285715,0.21428572,0.071428575,0.8214286,0.8214286,0.017857144
Make no mistake.  These are a part of the segment of Muslims who are Radical Extreme Muslim Terrorists.  And radical extreme Muslim terrorists hate gays and take pleasure in killing them,0.775,0.1,0.0375,0.3,0.4,0.7875,0.0125
"I believe that Jesus never mentioned homosexuals. That makes no difference to the homophobes and gay haters. Several of their prophets said some disturbing things. Radical Christians use those idiotic passages to spread hate and lies about gays. Yes, the bible calls for death to my tribe; can't sugar coat that. Interesting how Christians pick and choose what they follow and do not follow in that book. All it takes is one of the gay hating Christian charlatans to incite hate and murder.",0.74666667,0.093333334,0.18666667,0.12,0.62666667,0.6533333,0.026666667
"1. Would you guys quit showing the picture of this punk.
2.“It is up to God to punish homosexuals. It is not up to servants,” the US resident added, sitting before a flag of his home country Afghanistan.""",0.7,0.0,0.1,0.0,0.5,0.7,0.0
"True, but Gays and Lesbians should show a little restraint in their behavior.  Kissing and making out in front of children is taking it too far.  I read that this is what happened in front of the shooter's little 3 year old boy and that is what set him off.  That kind of behavior by Gays is extremism.",0.8,0.0,0.0,0.0,0.0,0.8,0.0
"So this gay Islamic terrorist attacks a Florida gay nightclub..
No wonder the left is blaming this on the guns.",0.825,0.05,0.1125,0.075,0.6625,0.8,0.05
"Ah, the ol' ""Not an Islamic Terrorist, just a closeted, self hating gay"" misdirection... Well played media, well played!",0.8,0.0,0.0,0.0,0.8,0.8,0.0
Don't most gay guys like getting roughed up by another man?,0.71428573,0.028571429,0.0,0.08571429,0.31428573,0.62857145,0.057142857
"A Muslim, registered Democrat and Homosexual walks into a Homosexual bar and shoots the place up, and I've got to surrender my guns?  Yeah right, COME AND TAKE EM!!",0.775,0.05,0.0375,0.2875,0.4125,0.6875,0.075
"“The Enemy Isn’t Religion, It’s Homophobia”.

I disagree, Todd.  My great grandfather was Muslim via Morocco.

The alleged shooter was a Radical Muslim who slaughtered innocent people -- gays, transgenders, and straights. He even gunned down a mother of 11 or 12 children. He spared no one.

Harsh but these homophobic murderous Radical Muslims must be exterminated before they slaughter my gay fam and friends. When more of these homophobic murderous Radical Muslims who want all gays and transgenders to be dead return, they must be exterminated too. #LGBTQFlorida",0.8471284,0.25929055,0.04983108,0.7103041,0.5430743,0.7896959,0.026182432
The democrats are not going to be happy until we are all un-armed and cowering helplessly face-down on the floor of a gay bar toilet.,0.74285716,0.014285714,0.014285714,0.042857144,0.4857143,0.67142856,0.042857144
"You're forgetting the part where different gun shops called the FBI, or where he was investigated 2 times and nothing done. You are also forgetting the DOJ is telling the FBI not to overly investigate or do surveillance on radical mosques like the one the shooter was part of. You want to demonize gun owners and the NRA well neil maybe you don't know this so let me clue you in Radical Islam wants you dead , they don't care if you love them or are a liberal, you are an American and a infidel and want you dead. Long before 9-11 they have been killing all non muslims",0.7,0.2,0.0,0.6,0.4,0.7,0.0
the muslim imported punks are not americans. they are a poison upon my country and should be exterminated.,0.8142857,0.24285714,0.028571429,0.5857143,0.6142857,0.7714286,0.0
"Why? it not christians throwing gays off roofs, using the death penalty for homosexuality, or shooting up gay clubs.",0.825,0.1,0.075,0.4625,0.3875,0.8125,0.075
"Hussein  Bagdaddy Obama  is trying to hide from us the infidels, the fact that his so called "" religion of peace"" is actually a religion of evil ?
Try as he might, Obama can not change the fact that the gay Orlando jihadi was a Islamist Democrat, & not a Christian NRA member.",0.7,0.0,0.0,0.0,0.5,0.7,0.0
The shooter must be Muslim.,0.7,0.2,0.0,0.0,0.3,0.7,0.0
"Everything in that blog post is racist. It's a literal description of a racist's reaction to being in an area where they are the other. 

The fact that you don't see anything racist in it tells me that you need to reexamine some things.

Also, ALL WHITE PEOPLE ARE RACIST. Having a knee jerk reaction and getting in your feelings when your racism is pointed out is less than helpful.",0.8,0.0,0.1,0.0,0.7,0.8,0.0
You hit both nails on the head.,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
Why not just shoot him and put him in the freezer?,1.0,0.2,0.1,0.9,0.2,0.0,0.0
"Slogans are a lousy guide to all situations. It is wise to ""shoot to kill"" an armed assailant...for the simple reason he/she might be able to get off a shot or a stab or something...but this guy was not, apparently armed. A shot in the leg was sufficient.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"To be honest Courtney is a retard who takes part in and covers up state employee crime. He personally took part in crimes against me and denied me help when I went to him and other senators and congressmen. He should be arrested and given the death penalty.

http://www.OregonStateHospital.net
http://www.ObamasWeapon.com
http://www.DrRobertDuncan.com",0.8,0.2,0.0,0.9,0.6,0.0,0.0
"If they attack people, they should be shot!",0.8979592,0.10204082,0.020408163,0.8979592,0.0,0.0,0.0
"Mr. Dunbar appears to be a rising star.  I look forward to following his political career.  Look for the power brokers in the shadows on the far right try to 'kill the baby in the cradle' before he becomes a significant threat.  Watch your back, Forrest.",0.7,0.1,0.0,0.9,0.0,0.0,0.0
This pervert should be executed! - Georgana Davis,0.8833333,0.15,0.033333335,0.8333333,0.75,0.0,0.016666668
LOLOL @ supporting family by killing your kid.,0.85,0.13333334,0.0,0.8666667,0.1,0.0,0.0
kill her,0.9731183,0.20430107,0.010752688,0.9707288,0.024492234,0.008960574,0.0
"So you go blasting at a dog. Great. Real hero. Now...you've emptied your clip, 10-13 rounds. You're scared to death. Question? Where did ALL THOSE ROUNDS GO? My house? My car? My wife or child? Right. Don't do it in my neighborhood. Kill somebody else family.",0.8333333,0.0,0.0,0.8333333,0.16666667,0.0,0.0
"Shoot my dog if he is charging you with teeth bared ! The home owner is 100% wrong blaming Mr. Mellerstig for shooting his dog when he charged at him with teeth bared. Mr. Brailey is negligent having an invisible fence- which is INVISIBLE to someone walking by- all they see is the threat of a charging snarling dog. His body was half outside the property line so that tells you it did NOT stop him. I have 2 huge black dogs inside a fence with 6 ft. gates. They will bark and run the fence to let you know they are standing their ground. If one were to get out and charge at you barking I would not blame you if you shot him. If you had a child with you, I would be remorseful that my dog caused you to fear for your child. To the people that get so bent out of shape over a dog being shot- what would you do if a MOOSE were charging you and your child with his head down, ears back- no doubt what his attempt was-to mow you down and stomp you. You would shoot him...would you not ?",0.8333333,0.0,0.0,0.8333333,0.16666667,0.0,0.0
"I wouldn't risk a single stitch to avoid killing a dog that I believe to be attacking me. It's a dog. It's value is much less than that of any human, child or adult. I've been attacked by more than one dog and I do not hesitate to kill one. I've even had my own dog just snap at a child and I put a bullet in its head that same day. You animal fanatics have a disgusting attachment. I love my two dogs dearly and they're well trained but if either attempts to bite a human without provocation, that will be their last day on earth.",0.8333333,0.0,0.0,0.8333333,0.16666667,0.0,0.0
I would like to punch him right in that fat face.,0.95218897,0.10771889,0.008640553,0.9170507,0.64631337,0.05126728,0.004032258
"WHY do they allow them to plea down? I was abused, he should hang by the neck until dead.",1.0,0.3,0.0,1.0,0.1,0.0,0.0
"Uhg. I get it, but as far as I'm concerned, this man deserves the chair. He ruined the lives of these girls and THEN tries to have them killed? He needs to die... preferably suffering.",0.85568976,0.17800382,0.008264462,0.8455181,0.086458996,0.0076287347,0.0
"Joshua, hope your boyfriend in jail shanks you and let's you whither and die.",0.8923077,0.18461539,0.0,0.8769231,0.092307694,0.03076923,0.0
What's wrong with hanging this guy? I don't understand why we're so squeamish about executing murderers. He should have been marched out the back door of the court house and hanged from the nearest stout oak.,0.9,0.3,0.0,0.9,0.0,0.0,0.0
Someone should stomp her face into a puddle of mush....,0.93302935,0.11085779,0.0039897407,0.9059561,0.11171274,0.0022798518,0.0014249074
Pedophile scum need to be gunned down in public or burned alive.,0.92,0.36,0.336,0.808,0.76,0.24,0.096
I would love to punch both of them in the mouth then pick them up and punch them in the mouth again as hard as i could.,0.9114923,0.15437393,0.008576329,0.8915952,0.18867925,0.0048027444,0.007890223
Bullet to the head. End of story.,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
For all ye overly concerned...A great way to decrease your personal carbon footprint? Kill Yourself.,0.9013606,0.12641723,0.009637188,0.8792517,0.07936508,0.0034013605,0.0
"Spot on.  The original design was well north of 20 mil, even then they were cheap Charlie plans.  And they kept cutting down from there.  Kill this dog.",0.9,0.2,0.0,0.9,0.2,0.0,0.0
"Good.  The NRA and tRump deserve each other.  Blam, blam, blam.  Shoot 'em up, bang 'em up.",0.9,0.4,0.0,0.9,0.0,0.0,0.0
Burn his house down.,0.9,0.2,0.0,0.9,0.0,0.0,0.0
"If I hooked on an artificial mouse and cast for cats, people would consider it ""cruel and unusual"".  Why not break out the heavy tackle, with a milk bone on a circle hook, and cast for dogs, the four legged kind.  Kill them and grill them or leave them in peace.  I agree with this article completely.",1.0,0.16666667,0.16666667,1.0,0.0,0.0,0.0
"First time gun carrier just look for the dumbest things to take another persons life. Oh look how Macho I am, I have a gun...

You looked at wrong, I'm a tough gangbanger. I have to shoot you now since I don't know how to fight.",1.0,0.16666667,0.0,0.8333333,0.8333333,0.0,0.0
Find them and kill them.,0.9661164,0.2945265,0.019113814,0.9609036,0.043440487,0.008688097,0.0
Shoot to kill.,0.9010508,0.2329247,0.019264448,0.90718037,0.025394045,0.0026269702,0.0
"If you come at me with a knife and I have a gun, I will shoot you.",0.9250871,0.21254355,0.010452962,0.9520906,0.034843206,0.0026132404,0.00087108015
shot his legs out from under him? don't make me laugh,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"All she needs is a slap on the wrist, right your honor? LOL",0.8333333,0.0,0.0,0.8333333,0.16666667,0.0,0.0
I hope he tries to get away and gets shot or maybe he will plead mental health disorder and be back on the streets and in a homeless camp in a week then he can get all of the sympathy he needs.,0.8333333,0.0,0.0,0.8333333,0.16666667,0.16666667,0.0
It should die. We'd all be better off.,0.83928573,0.14285715,0.05357143,0.8214286,0.10714286,0.035714287,0.017857144
Yeah kill kill kill!,0.8333333,0.16666667,0.037037037,0.8518519,0.037037037,0.018518519,0.018518519
"People on Meth should just be summarily executed -
Their brain's will never be the same.
Sorry...",0.9,0.2,0.0,0.9,0.5,0.2,0.0
"Murder is the ultimate crime.  If he is guilty, he should hang.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Elise,
As a female, I wouldn't waste my time with guns if I wanted to kill a lot of people fast. I'd use Kool-Aid and poison--like Mr. Jones, or any carrier solvent and poison in spray or pour form, or bacteria, in a pinch, sprayed on the vegetables in the supermarket. 

Back in the day, before Independence, the world was so much safer, except for in the cities. Back then, sovereignty ruled the day and if someone was overstepping their bounds, they got what they were asking for and it was okay. Today, the cities are nothing more than nested victims paying for someone else to kill and die for them, when the paid for killers are around. It's very dangerous in the cities.

You are afraid of your own self and what you really are, so you want to buy the responsibility of protection instead of own it. You want to stop me from packing a fully automatic weapon of any sort, when I understand it as a tool with specific purposes of tending to my responsibilities of birth for self-protection.",0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
Let them shoot each other,0.94474036,0.11850865,0.00066577893,0.9327563,0.020639148,0.0013315579,0.0
Gonna shoot your eye out.,0.9577465,0.24606462,0.007456504,0.95028996,0.048881523,0.0,0.00082850043
My post is clear that it is about her headshot.,1.0,0.16666667,0.0,1.0,0.0,0.0,0.0
They shoot to Thrill.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Hope they find this guy and hang him by his......,0.8333333,0.0,0.16666667,0.8333333,0.0,0.0,0.0
Any of you guys touches my pizza.....................................and I'll kill ya.,0.9183673,0.06122449,0.040816326,0.9183673,0.020408163,0.0,0.020408163
Kill em all and we don't have to have bleeding hearts admire words written by the dregs of society.,0.8947368,0.23684211,0.078947365,0.8684211,0.46052632,0.013157895,0.0
Perhaps a good beating with the hammer would be appropriate.,1.0,0.16666667,0.0,0.8333333,0.0,0.0,0.0
Shoot the messenger!,0.8405797,0.17391305,0.0,0.85507244,0.014492754,0.014492754,0.0
Hang em high!,0.9,0.2,0.0,0.9,0.0,0.0,0.0
Or just shoot him.,0.8490566,0.2264151,0.0,0.8679245,0.018867925,0.0,0.0
"Not sure why we are even discussing this person, the cops should have just drowned him in the river on the way back to the station. Oh well...",0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
"How about the part where he said he'd break the Geneva convention and kill families of terrorists, or resort to torture?",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ugh, the worst, burn them at the stake.",0.8055556,0.15277778,0.013888889,0.8055556,0.097222224,0.013888889,0.013888889
"Shoots Brah, I gettin mean hives already.",0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
I sure wish the intruder was shot dead.,1.0,0.16666667,0.0,1.0,0.16666667,0.16666667,0.0
Call 911....then sit facing the door to the garage with your gun loaded and cocked so you can shoot him if and when he comes in...DON'T step into a dark garage or room even if you DO have a gun,1.0,0.2,0.0,1.0,0.0,0.0,0.0
"Well written Bill Sherwonit.  Unlike Lieb's article, which is long on claims and short on facts.  Why let scientific data get in the way of a good bear article.  I find it interesting that his signature says he writes scientific articles.  Where's the Beef, or data in his article.

Maybe Lieb should move down here with us Lower 48 wildlife preservationists if he is so afraid of the brown bear, a lot less bears for him to worry about.  Although there are a lot of squirrel's and chipmunks.  I suppose we could kill all of them too.",0.8333333,0.0,0.0,1.0,0.0,0.0,0.0
"""who do you think should do the killing?""

Anyone and everyone. This is a community problem, so everyone who wants to be part of the solution should be allowed to help. As I said above: remove all protections on free ranging cats, and allow people to help. People who allow their pets to roam outside are part of the problem, because their pets are part of the problem. It would be very sad if pets were killed, but ultimately it is the owner's responsibility to make sure their pets are not out killing birds.

Years ago some Vermont acquaintances got one warning from the Ranger: Next time I see your dog running deer, I'll shoot it. Next time she saw it running deer, she did. 

Vermont does not pretend that trapping, neutering, and releasing dogs solves any problems. They are serious about threats. We just want to feel good about ourselves. If we were serious about feral cats, we would kill them. Neutered cats eat birds. Don't release them. Kill them.",1.0,0.2,0.0,1.0,0.0,0.0,0.0
Well somebody please kill this MF.,0.9572501,0.16637781,0.17677642,0.9456961,0.2310803,0.004621606,0.006932409
Wait till God gives him ACLS or MS or cancer or puts him in a critical care burn unit....what a tool.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Kill the unbeliever!,0.97383964,0.21772152,0.037130803,0.95696205,0.25991562,0.06666667,0.0
Execute drug dealers.,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
All the more reason to kill them. You have just described dangerous people whom we can't force to take meds and who can drive at will doing God only knows what damage.,0.8333333,0.0,0.0,0.8333333,0.0,0.16666667,0.0
I'll pay $500 for someone to go out there and destroy it.,1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Toxo comes from all cats-not just feral ones.  And has lots and lots of intermediate carriers of many species-including some endangered ones.  People too. So to get rid of toxo you'd have to kill them all, and then quarantine the state to keep it from coming in the next day.  Admit that it's just an excuse to kill cats to make people feel better, then we can have a productive conversation.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"The topic is politics, something I know one Helluva lot more about than you do.   And I don't drink bourbon; never have.   Now, do the World a favor and go die.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Shoot him.,0.91935486,0.2580645,0.0,0.91935486,0.016129032,0.0,0.0
"Dead would be okay. He could trip and fall on that machete, several times...",0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.16666667
Anyone who lights a dog on fire deserves a bullet in the head.,0.93877554,0.14285715,0.020408163,0.93877554,0.06122449,0.0,0.0
Kill or be killed or leave...........,0.8947368,0.10526316,0.03508772,0.8245614,0.05263158,0.0,0.0
Sure. Let's just kill them as soon as they are accused. No one has EVER been accused falsely.,0.8333333,0.0,0.0,0.8333333,0.16666667,0.0,0.0
Lock him up and throw away the key.,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
"Too bad he did not follow through on the suicide, he clearly knows that is the right answer.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"So, once again, Donald Trump suggests Hillary Clinton should be killed.  You know, by ""those Second Amendment people.""  When does a bad joke become incitement?

Clinton proposes taking guns away from criminals and the mentally ill.

Trump proposes taking guns away from his opponent's Secret Service detail.

Of course, Trump doesn't need his Secret Service protection, having his own private army.

http://www.thedailybeast.com/articles/2016/09/12/11-private-security-firms-guarding-donald-trump.html

Hmmm.

Now, let's have a look at those tax returns.",1.0,0.16666667,0.0,0.8333333,0.16666667,0.0,0.0
"""MY GUN MATTERS"" - Bang Bang thug, you're dead!",0.83928573,0.17857143,0.017857144,0.8214286,0.017857144,0.0,0.0
Kill the dealers like the great phillipine president did! Bury them in the tundra!,0.82857144,0.3,0.014285714,0.8142857,0.042857144,0.042857144,0.0
lifein prison or death to these sicko's,0.8333333,0.0,0.0,0.8333333,0.8333333,0.0,0.0
"Somebody call Janet Reno, she can burn him out.",1.0,0.0,0.0,1.0,0.16666667,0.0,0.0
Kill him,0.9634255,0.28902766,0.02765388,0.9518287,0.045495093,0.005352364,0.00089206063
What if you are being served for a lawsuit? If you didn't order anything you get to shoot the FedEx guy?,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
I will Burn your house down,0.95451367,0.32120365,0.0020993701,0.9489153,0.018894332,0.0,0.0
I will burn your house down,0.9610626,0.27729258,0.004730713,0.9588792,0.026564775,0.0021834061,0.00036390102
"So killing them is the answer ? And you have no ""proof"" they are not ""babies"", you are entitled to your biased opinions just as Mr. Krupka is.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"If they are shot at then YES they need to kill them, not wound them!",0.8,0.2,0.0,0.9,0.0,0.0,0.0
"This was an active shooter who already killed. I'm not sure this is someone we would ever want back out on the street. Only time will tell. Can't save them all. Personally, I think anyone who shoots 6 year olds should die. I'm not interested in giving killers on a shooting spree second chances. Killing his parent, ok, lots of reasons, he could have been abused, or acting in self-defense. We don't know at this point. But a shooting rampage at an elementary school? Never any kind of reason, it was cold blooded attempted murder. To make it worse, now these victims will have to go through a trial and relive this experience over and over for the next few years. I wish they killed the shooter.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Just can't wait to kill someone?,0.9,0.1,0.1,0.9,0.0,0.0,0.0
Castrate this guy.,0.9566737,0.15513627,0.028651293,0.9196366,0.09224319,0.005590496,0.11250874
"The proper methodology is SSS--""shoot, shovel and shut-up"".",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Gotta start shooting these thieves ! There has to be consequences for crime,, or else it will keep happening!",0.8,0.1,0.0,0.9,0.5,0.0,0.0
Now take him out back and put a bullet through his head.,0.94148934,0.21773049,0.008156029,0.935461,0.035815604,0.0063829785,0.0017730496
Hopefully he will get what he deserves in prison. A knife around his throat until he bleeds out!!! Prison is a warm place to land for a thing like him. Hope he rots in there.,0.84464043,0.14721845,0.015603799,0.8331072,0.31614655,0.0054274085,0.0040705563
Is this was a Conservative they would be screaming to hang her! Day after day after day!,1.0,0.16666667,0.0,1.0,0.16666667,0.0,0.0
You don't think the leader of a hate group deserves a bullet?,0.8333333,0.0,0.0,0.8333333,0.16666667,0.0,0.0
"I don't think they eat them, just kill them, chop them up and sell off the parts.",1.0,0.0,0.0,1.0,0.0,0.0,0.0
TRUMP DEATH SQUADS™ will KILL YOUR GRANDMOTHER the first time she gets the sniffles.,0.96320474,0.109198816,0.015430267,0.9026706,0.25222552,0.010089021,0.0035608308
TRUMP DEATH SQUADS™ will KILL YOUR GRANDMOTHER the first time she gets the sniffles.,0.94721407,0.114956014,0.009384165,0.8639296,0.2228739,0.012903226,0.0005865103
TRUMP DEATH SQUADS™ will KILL YOUR GRANDMOTHER the first time she gets the sniffles.,0.9032258,0.12903225,0.032258064,0.87096775,0.20967741,0.0,0.0
Burn the assailant. This is unacceptable.,1.0,0.16666667,0.0,1.0,0.16666667,0.16666667,0.0
"I hope they catch this murderer, and shoot them in the back of the head.........................",0.86153847,0.18461539,0.015384615,0.83076924,0.26153848,0.0,0.015384615
"Ok. Knife their tires.  Think I would shoot ar feet first, if family was clear",1.0,0.0,0.0,1.0,0.0,0.0,0.0
If those boys would have come into my home they would all be dead right now.  Which I believe is exactly what they deserve.,0.8333333,0.0,0.0,0.8333333,0.0,0.0,0.0
