example,label
"This Amendment may be executed by the parties hereto in several counterparts, each of which shall be deemed to be an original and all of which shall constitute together but one and the same agreement. Delivery of an executed signature page of this Amendment by facsimile transmission or electronic transmission shall be as effective as delivery of a manually executed counterpart hereof.",Counterparts
"Immediately after the consummation of each of the Transactions to occur on the Closing Date, after taking into account all applicable rights of indemnity and contribution, (a)  the sum of the debt (including contingent liabilities) of the Borrower and its Subsidiaries, on a consolidated basis, does not exceed the present fair saleable value of the present assets of the Borrower and its Subsidiaries, on a consolidated basis, (b)  the capital of the Borrower and its Subsidiaries, on a consolidated basis, is not unreasonably small in relation to their business as contemplated on the date hereof, (c)  the Borrower and its Subsidiaries, on a consolidated basis, have not incurred and do not intend to incur, or believe that they will incur, debts including current obligations, beyond their ability to pay such debts as they become due (whether at maturity or otherwise) and (d)  the Borrower and its Subsidiaries, on a consolidated basis, are “solvent” within the meaning given to that term and similar terms under applicable laws relating to fraudulent transfers and conveyances. For purposes of this Section  5.14 , the amount of any contingent liability at any time shall be computed as the amount that, in the light of all of the facts and circumstances existing at such time, represents the amount that would reasonably be expected to become an actual or matured liability (irrespective of whether such contingent liabilities meet the criteria for accrual pursuant to Financial Accounting Standards Board Statement No.  5).",Solvency
"Subject to the terms of Section 3.1, this Agreement shall become effective when it shall have been executed by the Borrowers and the Administrative Agents, and when the US Administrative Agent shall have, as to each Lender, either received a counterpart hereof executed by such Lender or been notified by such Lender that such Lender has executed it and thereafter shall be binding upon and inure to the benefit of the Borrowers, the Administrative Agents, and each Lender and their respective permitted successors and assigns, except that neither Borrower nor any other Credit Party shall have the right to assign its rights or delegate its duties under this Agreement or any other Credit Document or any interest in this Agreement or any other Credit Document without the prior written consent of each Lender, except as otherwise permitted by Section 6.6.",Binding Effects
"The Transaction Documents constitute the legal, valid and binding obligations of each Seller, enforceable against such Seller in accordance with their respective terms subject to bankruptcy, insolvency, and other limitations on creditors’ rights generally and to equitable principles.",Enforceability
The Company shall be entitled to recover from you reasonable attorneys’ fees incurred in connection with the successful enforcement of the terms and provisions of this Agreement whether by an action to enforce specific performance or for damages for its breach or otherwise.,Remedies
"Unless the Board of Directors of the Company shall determine otherwise, the Company shall indemnify, to the full extent permitted by law, any employee acting in good faith within the scope of his employment in carrying out the administration of the Plan.",Indemnifications
"From and after the Consulting Term, the Consultant shall provide his reasonable cooperation in connection with any action or proceeding (or any appeal from any action or proceeding) which relates to events occurring prior to or during the Consulting Term, provided , that the Company shall reimburse the Consultant for his reasonable costs and expenses (including legal counsel selected by the Consultant and reasonably acceptable to the Company) and such cooperation shall not unreasonably burden the Consultant or unreasonably interfere with any subsequent employment or engagement that the Consultant may undertake.",Cooperation
"When the Restricted Stock Units become taxable income to the Grantee, the Company may deduct and withhold from any cash otherwise payable to the Grantee (whether payable with respect to the Restricted Stock Units or as salary, bonus or other compensation) such amount as may be required for the purpose of satisfying the Company’s obligation to withhold Federal, state or local taxes or foreign taxes or other social insurance amounts. Further, in the event the amount so withheld is insufficient for such purpose, the Company may require that the Grantee upon its demand or otherwise make arrangements satisfactory to the Company for payment of such amount as may be requested by the Company in order to satisfy its obligation to withhold any such taxes. In any case where a tax is required to be withheld in connection with the delivery of Shares under this Agreement, the Grantee shall be permitted to satisfy the Company’s tax withholding requirements by making a written election (in accordance with such rules and regulations and in such form as the Committee may determine) to have the Company withhold Shares otherwise issuable to the Grantee pursuant to the vesting of the Restricted Stock Units (the “Withholding Election”) having a Fair Market Value on the date income is recognized (the “Tax Date”) equal to the minimum amount required to be withheld. If the number of Shares withheld to satisfy withholding tax requirements shall include a fractional share, the number of Shares withheld shall be reduced to the next lower whole number and the Grantee shall deliver cash in lieu of such fractional share, or otherwise make arrangements satisfactory to the Company for payment of such amount. A Withholding Election must be received by the Corporate Secretary of the Company on or prior to the Tax Date.",Tax Withholdings
"Use the proceeds of any Advance or use any Letter of Credit for any purpose other than for general corporate purposes of the Borrower and its Subsidiaries or use any such proceeds (i) in a manner which violates or results in a violation of any law or regulation, (ii) to purchase or carry any margin stock (as defined in Regulation U), except that this clause (ii) shall not prohibit the Borrower from using proceeds of the Advances to purchase its own common stock, (iii) to extend credit to others for the purpose of purchasing or carrying any margin stock (as defined in Regulation U), or (iv) to acquire any equity security of a class which is registered pursuant to Section 12 of the Securities Exchange Act of 1934, as amended, if such acquisition would give the Borrower a controlling interest in the Person that has issued such security, unless the board of directors or equivalent governing body of such Person or of the parent of such Person shall have approved such acquisition.",Use Of Proceeds
"This Award and these Terms and Conditions are governed by the law of Ireland and shall be construed accordingly; provided, however, that, to the extent that any provisions of Irish employment law are relevant, such provisions shall only apply to an individual who has entered into a contract of employment with the Company or any of its Irish subsidiaries.",Governing Laws
"If any provision of this Agreement is invalid, illegal, or unenforceable, the balance of this Agreement shall remain in effect. If any provision is inapplicable to any person or circumstance, it shall nevertheless remain applicable to all other persons and circumstances.",Severability
"The proceeds of the Loan funded at Closing shall be used to (i) repay any existing indebtedness of Borrower secured by any mortgage encumbering all or any part of the Property; (ii) pay the fees owing to Lender and all reasonable costs and expenses incurred by Lender, including the reasonable legal fees and expenses of counsel to Lender, and the costs and expenses for title insurance, survey, recordation, and other expenses related to the Loan approved by Lender, which approval will not be unreasonably withheld; (iii) establish the Reserves required hereunder and make the initial deposits therein, (iv) to pay certain costs associated with the merger of certain Affiliates of Borrower (which shall be deemed equity distributions by Borrower for such purpose), and (v) to pay such other costs as are listed on the closing statement for the Loan approved by Lender, and to the extent of any proceeds remaining after clauses (i) through (v), for such lawful purpose as Borrower shall designate, provided such purpose does not violate the terms of any Loan Documents.",Use Of Proceeds
