label,entity1,entity2,Title_entity1,Category_entity1,Brand_entity1,ModelNo_entity1,Price_entity1,Title_entity2,Category_entity2,Brand_entity2,ModelNo_entity2,Price_entity2
duplicate,Title: lathem time 900e electronic time recorder automatic; Category: stationery & office machinery; Brand: nan; ModelNo: 900e; Price: 239.94;,Title: 900e electronic time recorder - automatic sold individuall; Category: printer accessories; Brand: lathem; ModelNo: nan; Price: 230.0;,lathem time 900e electronic time recorder automatic,stationery & office machinery,nan,900e,239.94,900e electronic time recorder - automatic sold individuall,printer accessories,lathem,nan,230.0
not duplicate,Title: maxell juicy tunes earbuds green; Category: electronics - general; Brand: maxell; ModelNo: 190242 jt-pu; Price: 9.88;,Title: maxell juicy tunes earbud; Category: headphones; Brand: maxell; ModelNo: 190239; Price: 8.05;,maxell juicy tunes earbuds green,electronics - general,maxell,190242 jt-pu,9.88,maxell juicy tunes earbud,headphones,maxell,190239,8.05
not duplicate,Title: hp ce505xd black laserjet print cartridges 2pk; Category: printers; Brand: hp; ModelNo: hp ce505xd; Price: 258.84;,Title: hp color laserjet q6001a q6002a q6003a tri-pack print cartridges ce257a; Category: printer ink toner; Brand: hp; ModelNo: ce257a; Price: 212.0;,hp ce505xd black laserjet print cartridges 2pk,printers,hp,hp ce505xd,258.84,hp color laserjet q6001a q6002a q6003a tri-pack print cartridges ce257a,printer ink toner,hp,ce257a,212.0
not duplicate,Title: innovera cd dvd pocket with built-in label tab clear 25 pack; Category: storage; Brand: innovera; ModelNo: 39701; Price: 5.28;,Title: innovera cd dvd shell case clear 25 pack; Category: media storage organization; Brand: innovera; ModelNo: nan; Price: 6.88;,innovera cd dvd pocket with built-in label tab clear 25 pack,storage,innovera,39701,5.28,innovera cd dvd shell case clear 25 pack,media storage organization,innovera,nan,6.88
not duplicate,Title: da-lite holoscreen rear projection screen - 22 x 33 3 4 video format; Category: electronics - general; Brand: da-lite; ModelNo: 20030; Price: 1600.0;,Title: da-plex standard rear projection screen - 96 x 96 av format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 5912.99;,da-lite holoscreen rear projection screen - 22 x 33 3 4 video format,electronics - general,da-lite,20030,1600.0,da-plex standard rear projection screen - 96 x 96 av format,projection screens,da-lite,nan,5912.99
not duplicate,Title: evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card; Category: electronics - general; Brand: evga; ModelNo: 01g-p3-1302-lr; Price: 44.99;,Title: evga geforce gt 430 1 gb ddr3 pci-express 2.0 graphics card 01g-p3-1430-lr; Category: graphics cards; Brand: evga; ModelNo: 01g-p3-1430-lr; Price: 55.65;,evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card,electronics - general,evga,01g-p3-1302-lr,44.99,evga geforce gt 430 1 gb ddr3 pci-express 2.0 graphics card 01g-p3-1430-lr,graphics cards,evga,01g-p3-1430-lr,55.65
not duplicate,Title: seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black; Category: hard drives; Brand: seagate; ModelNo: 9zf2a2-570; Price: 71.07;,Title: seagate freeagent go 320 gb usb 2.0 portable external hard drive st903203fga2e1-rk silver; Category: external hard drives; Brand: seagate; ModelNo: st903203fga2e1-rk; Price: 75.99;,seagate freeagent goflex 500gb usb 2.0 ultra-portable hard drive black,hard drives,seagate,9zf2a2-570,71.07,seagate freeagent go 320 gb usb 2.0 portable external hard drive st903203fga2e1-rk silver,external hard drives,seagate,st903203fga2e1-rk,75.99
not duplicate,Title: storm 2306 case with foam olive drab; Category: photography - general; Brand: storm; ModelNo: im2306-30002; Price: 132.0;,Title: storm im2306-30001 2306 case with foam olive drab cases outdoor products; Category: printer ink toner; Brand: storm; ModelNo: nan; Price: 103.99;,storm 2306 case with foam olive drab,photography - general,storm,im2306-30002,132.0,storm im2306-30001 2306 case with foam olive drab cases outdoor products,printer ink toner,storm,nan,103.99
not duplicate,Title: xfx ati radeon 5670 hd pci-express 1gb ddr3 graphics card; Category: electronics - general; Brand: xfx; ModelNo: hd567xznl3; Price: 91.88;,Title: xfx ati radeon hd 5570 1 gb ddr2 vga dvi hdmi pci-express video card hd557xzhf2; Category: computers accessories; Brand: xfx; ModelNo: hd-557x-zhf2; Price: 68.61;,xfx ati radeon 5670 hd pci-express 1gb ddr3 graphics card,electronics - general,xfx,hd567xznl3,91.88,xfx ati radeon hd 5570 1 gb ddr2 vga dvi hdmi pci-express video card hd557xzhf2,computers accessories,xfx,hd-557x-zhf2,68.61
not duplicate,Title: startech superspeed usb 3.0 sata adapter cable for 2.5 in or 3.5 in hard drives usb3s2sata; Category: networking; Brand: startech; ModelNo: usb3s2sata; Price: 49.0;,Title: startech.com 2 port pci superspeed usb 3.0 card adapter pciusb3s2; Category: hubs; Brand: startech; ModelNo: pciusb3s2; Price: 51.0;,startech superspeed usb 3.0 sata adapter cable for 2.5 in or 3.5 in hard drives usb3s2sata,networking,startech,usb3s2sata,49.0,startech.com 2 port pci superspeed usb 3.0 card adapter pciusb3s2,hubs,startech,pciusb3s2,51.0
not duplicate,Title: canon cli-226 black ink tank; Category: printers; Brand: canon; ModelNo: nan; Price: 0.0;,Title: canon cli-221 ink tank black; Category: inkjet printer ink; Brand: canon; ModelNo: 2946b001; Price: 12.11;,canon cli-226 black ink tank,printers,canon,nan,0.0,canon cli-221 ink tank black,inkjet printer ink,canon,2946b001,12.11
not duplicate,Title: inland pro 6-sheet paper shredder; Category: stationery & office machinery; Brand: inland; ModelNo: 05301; Price: 28.54;,Title: inland pro 05304 paper shredder; Category: shredders; Brand: inland; ModelNo: 05304; Price: 59.54;,inland pro 6-sheet paper shredder,stationery & office machinery,inland,05301,28.54,inland pro 05304 paper shredder,shredders,inland,05304,59.54
not duplicate,Title: tony hawk birdhouse crowned skatedrive 2gb usb flash drive w xbox live support; Category: usb drives; Brand: ep memory; ModelNo: bh-skthcrn/2g; Price: 9.84;,Title: action sport skatedrive birdhouse - tony hawk - birdman crest - usb flash drive - 4 gb - usb 2.0; Category: usb flash drives; Brand: add on; ModelNo: birdhouse - tony hawk - birdman crest; Price: 11.5;,tony hawk birdhouse crowned skatedrive 2gb usb flash drive w xbox live support,usb drives,ep memory,bh-skthcrn/2g,9.84,action sport skatedrive birdhouse - tony hawk - birdman crest - usb flash drive - 4 gb - usb 2.0,usb flash drives,add on,birdhouse - tony hawk - birdman crest,11.5
not duplicate,Title: sharpie permanent markers fine point - black - 12 count; Category: stationery & office machinery; Brand: sharpie; ModelNo: 30001wm; Price: 8.24;,Title: sharpie 32701 - retractable permanent marker fine point black; Category: accessory kits; Brand: sharpie; ModelNo: nan; Price: 20.92;,sharpie permanent markers fine point - black - 12 count,stationery & office machinery,sharpie,30001wm,8.24,sharpie 32701 - retractable permanent marker fine point black,accessory kits,sharpie,nan,20.92
not duplicate,Title: nikon coolpix s70 brown 12.1 mp digital camera with 5x optical zoom w 50 bonus prints; Category: digital cameras; Brand: nikon; ModelNo: s70 brown; Price: 299.95;,Title: nikon coolpix l22 12.0 mp digital camera with 3.6 x optical zoom and 3.0-inch lcd red-primary; Category: point shoot digital cameras; Brand: nikon; ModelNo: l22 red; Price: 94.95;,nikon coolpix s70 brown 12.1 mp digital camera with 5x optical zoom w 50 bonus prints,digital cameras,nikon,s70 brown,299.95,nikon coolpix l22 12.0 mp digital camera with 3.6 x optical zoom and 3.0-inch lcd red-primary,point shoot digital cameras,nikon,l22 red,94.95
not duplicate,Title: evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card; Category: electronics - general; Brand: evga; ModelNo: 01g-p3-1302-lr; Price: 44.99;,Title: evga geforce 8400 gs passive 1024mb ddr3 pci-express 2.0 graphics card - 3 year limited warranty 01g-p3-1303-kr; Category: graphics cards; Brand: evga; ModelNo: 01g-p3-1303-kr; Price: 37.24;,evga geforce 8400 gs 1gb ddr3 pci express 2.0 graphics card,electronics - general,evga,01g-p3-1302-lr,44.99,evga geforce 8400 gs passive 1024mb ddr3 pci-express 2.0 graphics card - 3 year limited warranty 01g-p3-1303-kr,graphics cards,evga,01g-p3-1303-kr,37.24
not duplicate,Title: hp laserjet 53x black print cartridge; Category: printers; Brand: hp; ModelNo: q7553x; Price: 164.84;,Title: hp laserjet 15a black print cartridge in retail packaging; Category: laser printer toner; Brand: hp; ModelNo: c7115a; Price: 52.0;,hp laserjet 53x black print cartridge,printers,hp,q7553x,164.84,hp laserjet 15a black print cartridge in retail packaging,laser printer toner,hp,c7115a,52.0
not duplicate,Title: elite electric120v screens spectrum electrol projection screen; Category: electronics - general; Brand: elite screens; ModelNo: electric120v; Price: 189.0;,Title: elite screens vmax2 electric projection screen 1 1 aspect ratio-113in max white; Category: projection screens; Brand: elite screens; ModelNo: vmax113xws2; Price: 356.99;,elite electric120v screens spectrum electrol projection screen,electronics - general,elite screens,electric120v,189.0,elite screens vmax2 electric projection screen 1 1 aspect ratio-113in max white,projection screens,elite screens,vmax113xws2,356.99
not duplicate,Title: xantech 283tpd designer twin plug blink emitter; Category: stereos/audio; Brand: xantech; ModelNo: 283tpd; Price: 14.88;,Title: xantech 283dmw designer blink emitter single mini wire; Category: office electronics; Brand: xantech; ModelNo: 283dmw; Price: 13.09;,xantech 283tpd designer twin plug blink emitter,stereos/audio,xantech,283tpd,14.88,xantech 283dmw designer blink emitter single mini wire,office electronics,xantech,283dmw,13.09
not duplicate,Title: marware eco-vue for ipad; Category: mp3 accessories; Brand: nan; ModelNo: 602956006572; Price: 54.99;,Title: marware sportshell convertible for ipad; Category: laptop netbook computer accessories; Brand: marware; ModelNo: 602956006619; Price: 6.99;,marware eco-vue for ipad,mp3 accessories,nan,602956006572,54.99,marware sportshell convertible for ipad,laptop netbook computer accessories,marware,602956006619,6.99
not duplicate,Title: green onions supply anti-glare screen protector for 17-inch wide laptop lcd screen -1 piece transparent; Category: electronics - general; Brand: green onions supply; ModelNo: nan; Price: 32.88;,Title: green onions supply glossy screen protector film 2 pack for iphone 3g 3g s transparent; Category: cases; Brand: green; ModelNo: rt-spip3g01; Price: 10.66;,green onions supply anti-glare screen protector for 17-inch wide laptop lcd screen -1 piece transparent,electronics - general,green onions supply,nan,32.88,green onions supply glossy screen protector film 2 pack for iphone 3g 3g s transparent,cases,green,rt-spip3g01,10.66
not duplicate,Title: da-lite 40184 model b manual wall and ceiling projection screen; Category: electronics - general; Brand: da-lite; ModelNo: 40184; Price: 47.84;,Title: da-lite deluxe model b silver matte - projection screen; Category: projection screens; Brand: da-lite; ModelNo: silver matte; Price: nan;,da-lite 40184 model b manual wall and ceiling projection screen,electronics - general,da-lite,40184,47.84,da-lite deluxe model b silver matte - projection screen,projection screens,da-lite,silver matte,nan
not duplicate,Title: zax pro series component cable 3m; Category: tv accessories; Brand: zax; ModelNo: 87203; Price: 11.88;,Title: zax 87710 pro series subwoofer cable 10 m; Category: computers accessories; Brand: zax; ModelNo: nan; Price: nan;,zax pro series component cable 3m,tv accessories,zax,87203,11.88,zax 87710 pro series subwoofer cable 10 m,computers accessories,zax,nan,nan
not duplicate,Title: da-lite da-plex self trimming rear projection screen - 60 x 60 av format; Category: electronics - general; Brand: da-lite; ModelNo: 27575; Price: 2680.99;,Title: da-glas base rear projection screen - 36 x 48 video format; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 1199.99;,da-lite da-plex self trimming rear projection screen - 60 x 60 av format,electronics - general,da-lite,27575,2680.99,da-glas base rear projection screen - 36 x 48 video format,projection screens,da-lite,nan,1199.99
not duplicate,Title: s j paper mla end tab classification folder; Category: stationery & office machinery; Brand: nan; ModelNo: s59720; Price: 64.94;,Title: s j paper s59727 - six-section end tab classification folders pressboard letter red 25 box; Category: printer accessories; Brand: s j paper; ModelNo: nan; Price: nan;,s j paper mla end tab classification folder,stationery & office machinery,nan,s59720,64.94,s j paper s59727 - six-section end tab classification folders pressboard letter red 25 box,printer accessories,s j paper,nan,nan
not duplicate,Title: da-lite video spectra 1.5 advantage manual with csr - wide format 113 diagonal; Category: electronics - general; Brand: da-lite; ModelNo: 34716; Price: 888.99;,Title: da-lite advantage manual with csr - projection screen - 1 1 - video spectra 1.5; Category: projection screens; Brand: da-lite; ModelNo: nan; Price: 594.95;,da-lite video spectra 1.5 advantage manual with csr - wide format 113 diagonal,electronics - general,da-lite,34716,888.99,da-lite advantage manual with csr - projection screen - 1 1 - video spectra 1.5,projection screens,da-lite,nan,594.95
not duplicate,Title: startech 3.5 external usb ide hard drive enclosure black; Category: electronics - general; Brand: startech; ModelNo: ide3510u2; Price: 28.88;,Title: vantec nexstar 3 nst-360su-bk 3.5-inch sata to usb 2.0 and esata external hard drive enclosure onyx black; Category: hard drive enclosures; Brand: vantec; ModelNo: nst-360su-bk; Price: 28.99;,startech 3.5 external usb ide hard drive enclosure black,electronics - general,startech,ide3510u2,28.88,vantec nexstar 3 nst-360su-bk 3.5-inch sata to usb 2.0 and esata external hard drive enclosure onyx black,hard drive enclosures,vantec,nst-360su-bk,28.99
not duplicate,Title: san diego padres iphone 4 case silicone cover; Category: electronics - general; Brand: tribeca; ModelNo: fva3959; Price: 24.99;,Title: auburn tigers iphone 4 case silicone cover; Category: computers accessories; Brand: tribeca; ModelNo: nan; Price: 17.99;,san diego padres iphone 4 case silicone cover,electronics - general,tribeca,fva3959,24.99,auburn tigers iphone 4 case silicone cover,computers accessories,tribeca,nan,17.99
duplicate,Title: sony ss-cr3000 home theater speaker completer package; Category: stereos/audio; Brand: sony; ModelNo: ss-cr3000; Price: 99.99;,Title: sony ss-cr3000 center and rear channel speaker package; Category: speakers; Brand: sony; ModelNo: sscr3000; Price: 69.98;,sony ss-cr3000 home theater speaker completer package,stereos/audio,sony,ss-cr3000,99.99,sony ss-cr3000 center and rear channel speaker package,speakers,sony,sscr3000,69.98
